location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48213,2020-01-21,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.32,5.37,6.95,2.56,12.44,2.56,9.64,5.25,2.81,3.54,1.71,6.71,3.42,2.2,4.03,,1.95,3.05,2.32,21.35,3.66,8.9,3.66,2.81,5.98,1.83,8.78,3.66,,3.9,4.27,4.88,5.25,1.95,3.29,4.88,2.32,5.37,,2.68,8.78,3.78,27.45,5.25,2.44,4.76,1.95,5.0,7.56,2.07,3.42,4.88,43.92,,,1.83,,1.71,1.71,5.61,6.71,,3.05,2.68,3.66,5.49,4.51,5.73,3.66,3.9,2.56,1.95,4.755556,-0.272222,10.333333,1.778,-1.246914,65.537015
US_TX_48213,2020-01-22,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.39,5.02,8.6,3.58,12.54,,7.41,5.85,,3.82,2.99,4.9,5.38,,1.67,,,3.1,,20.43,4.06,9.91,2.87,3.82,5.38,2.03,11.35,3.23,2.87,3.94,4.06,6.09,6.45,2.99,5.02,5.14,1.91,7.64,,3.23,8.0,2.15,30.58,7.76,4.42,6.21,2.27,7.29,8.0,3.1,2.75,5.49,38.58,,2.27,,,2.75,3.34,5.38,6.93,2.99,3.46,2.39,4.54,5.49,4.18,5.73,5.14,3.34,4.06,1.79,4.933333,2.866667,8.016667,2.201333,1.993827,81.692578
US_TX_48213,2020-01-23,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.51,4.18,10.03,3.1,10.39,2.63,8.6,5.85,,3.58,2.15,5.49,2.87,2.75,3.34,1.67,,3.34,1.79,20.54,4.18,7.88,3.46,3.22,5.25,3.82,12.18,4.3,,4.42,3.34,4.66,4.54,3.34,3.1,4.89,1.91,4.3,,2.03,9.31,2.03,30.93,4.89,3.46,5.61,1.91,6.09,4.78,2.98,1.79,7.28,39.28,,,1.79,1.67,2.51,2.87,5.01,6.33,2.98,3.1,,2.75,5.61,6.33,5.49,4.3,3.46,3.7,,8.411111,6.383333,12.216667,12.869333,6.851852,90.586605
US_TX_48213,2020-01-24,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.86,4.68,7.81,5.99,9.37,2.6,8.2,5.6,2.86,4.42,2.47,6.38,5.08,2.6,1.95,,1.82,3.77,,28.24,4.16,7.68,3.64,2.86,4.03,2.99,9.37,3.12,2.08,,2.21,4.95,4.55,2.86,4.29,4.95,,5.34,2.47,2.99,9.89,,38.65,6.12,2.99,7.68,3.12,5.99,4.82,2.08,2.86,6.9,39.69,,2.34,,1.95,3.25,2.6,4.16,8.59,1.95,1.82,2.08,2.86,6.25,4.68,4.68,3.12,4.03,4.03,2.99,7.705556,1.85,14.816667,0.1524,1.728395,65.846713
US_TX_48213,2020-01-25,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,,6.14,12.44,3.0,12.59,,7.49,6.45,,3.3,,5.25,5.7,3.6,3.9,,2.85,4.2,,24.88,4.95,9.74,3.45,3.0,4.8,3.15,10.19,5.25,2.4,3.0,2.1,5.4,7.04,2.85,6.0,4.95,,5.25,,3.45,9.59,,39.27,7.04,3.9,7.94,2.85,4.95,6.14,2.4,2.25,6.0,45.72,2.25,3.3,2.1,,3.3,,4.35,7.64,2.25,,3.45,2.25,7.04,5.85,4.65,4.2,3.75,,,8.522222,1.688889,17.722222,0.1016,1.302469,60.935115
US_TX_48213,2020-01-26,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.75,4.96,7.85,3.85,10.32,3.58,6.47,5.64,,1.93,1.93,7.57,2.75,,3.44,2.2,2.06,3.44,,31.66,4.82,9.64,4.41,3.03,4.41,3.3,8.67,4.82,,1.93,3.85,7.02,7.57,2.89,3.3,4.27,,7.99,3.58,3.58,7.99,,34.69,6.88,2.89,11.84,2.89,3.85,5.51,3.58,2.89,4.54,45.15,,3.72,2.34,,2.89,2.62,4.68,8.54,2.62,1.93,3.99,2.75,5.51,6.06,4.96,,3.44,2.89,2.48,13.872222,11.311111,18.255556,0.653143,9.345679,74.331654
US_TX_48213,2020-01-27,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,,3.81,7.86,3.93,10.72,3.21,7.5,5.12,2.5,4.53,2.14,5.36,3.45,2.26,3.45,1.67,,2.98,2.38,24.53,4.05,8.81,2.62,2.02,4.53,2.26,10.24,3.81,2.38,5.12,3.57,5.48,4.76,2.02,3.57,4.76,1.91,4.64,2.86,3.21,9.53,1.91,40.37,7.03,4.64,6.79,,5.95,5.0,2.86,,5.36,40.37,,2.14,2.26,2.5,2.62,3.33,4.53,7.26,1.67,2.62,3.1,3.45,6.91,3.33,7.62,5.12,2.62,3.1,2.26,10.461111,6.05,17.511111,0.056444,8.401235,87.896899
US_TX_48213,2020-01-28,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.92,4.8,8.3,3.51,10.53,,8.77,6.32,2.69,4.45,1.64,5.03,3.27,3.74,2.46,1.75,,3.98,2.69,23.86,3.74,9.71,3.86,1.99,5.15,2.81,8.07,6.67,3.51,4.68,2.69,5.73,5.38,2.92,4.33,4.68,1.75,5.96,2.69,3.51,10.41,2.57,36.26,5.85,4.33,9.24,3.63,3.98,4.91,2.92,2.1,7.02,41.29,1.87,2.92,,,2.46,,3.39,8.66,1.64,1.87,2.22,1.99,5.03,5.03,5.96,2.92,3.74,2.81,,11.7,9.316667,16.127778,1.27,9.783951,88.243504
US_TX_48213,2020-01-29,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,3.14,5.79,6.03,5.67,11.94,2.9,9.89,7.0,2.05,3.74,2.41,5.55,6.63,2.05,3.26,1.81,2.17,2.65,1.81,24.24,2.29,8.44,2.77,2.9,6.51,2.17,12.3,3.26,,3.14,4.1,7.0,6.63,3.5,4.82,3.98,1.69,3.26,1.93,3.86,9.53,2.9,38.96,5.91,3.5,6.15,2.29,4.34,3.5,3.62,3.26,6.63,40.16,2.53,1.93,1.93,1.69,2.41,,4.22,8.8,2.05,2.41,2.17,3.02,5.67,6.03,5.19,2.65,4.46,3.14,2.17,7.016667,4.855556,12.711111,6.31825,4.302469,83.293996
US_TX_48213,2020-01-30,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.37,3.55,8.17,3.91,9.94,3.08,7.93,5.8,1.89,4.85,2.6,6.63,4.85,2.25,2.25,,2.25,3.08,,31.25,4.74,9.94,3.67,2.37,5.09,2.6,8.64,4.38,2.13,3.08,2.37,4.97,5.56,1.66,4.74,4.02,2.01,4.5,2.72,3.67,11.01,4.38,40.95,7.69,3.79,7.69,2.13,4.38,3.91,2.96,2.13,6.87,39.18,,1.89,,1.66,2.25,1.89,4.5,10.53,,2.49,3.43,3.31,5.92,3.31,4.5,2.72,3.08,2.6,2.25,6.283333,4.677778,8.677778,0.0,3.932099,85.537939
US_TX_48213,2020-01-31,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,,5.47,9.9,4.43,9.77,2.74,9.9,4.82,2.08,3.65,,4.17,3.26,1.82,2.74,,,3.39,3.39,31.01,4.3,9.77,4.56,2.48,5.08,2.48,10.03,3.39,2.08,3.26,2.21,5.21,3.39,,4.69,4.17,,5.21,1.95,3.52,8.99,3.0,39.61,5.73,2.74,6.25,2.35,5.21,5.21,4.82,2.61,4.69,42.22,,2.74,,,,,3.39,7.17,1.95,2.87,3.39,2.48,5.86,4.17,3.91,3.78,3.26,2.74,,8.155556,6.827778,11.238889,0.973667,5.141975,81.710318
US_TX_48213,2020-02-01,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.24,3.28,7.61,4.18,13.58,2.24,5.82,6.57,4.03,2.54,,5.37,4.33,2.84,2.69,2.09,2.84,3.43,2.09,24.03,5.08,9.7,3.28,2.54,5.08,2.84,8.96,3.88,2.24,3.58,3.73,4.18,4.78,3.13,3.43,5.22,,5.22,3.73,2.84,12.84,,35.37,6.12,2.69,7.16,2.69,5.08,7.01,2.24,,5.52,42.24,,2.54,2.09,2.54,2.24,,6.42,7.76,,,4.03,2.69,2.84,5.52,3.88,3.88,2.09,,3.13,7.416667,-0.405556,18.422222,0.0,0.765432,62.675416
US_TX_48213,2020-02-02,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,4.32,5.47,9.51,3.89,12.1,2.3,7.92,5.47,2.3,3.31,,6.48,4.18,3.6,3.89,,,3.46,,22.18,3.6,9.51,4.61,3.46,4.9,,9.07,5.04,2.88,,2.3,4.9,6.34,3.74,4.61,5.76,2.02,5.62,3.02,5.33,8.79,2.16,32.26,4.46,2.3,7.78,3.02,5.62,4.61,3.17,3.02,4.9,37.3,,2.74,,,,3.02,3.89,4.32,2.3,2.59,2.3,3.02,6.34,,5.47,4.32,2.59,3.31,2.45,12.588889,4.233333,25.883333,0.0,0.691358,44.457486
US_TX_48213,2020-02-03,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.72,6.5,8.39,4.37,10.87,1.77,6.97,4.25,3.31,4.96,3.07,7.91,5.67,2.83,3.07,2.83,1.77,2.01,,21.14,4.49,10.87,4.02,3.66,4.84,,8.98,4.49,2.01,3.43,4.13,5.55,5.67,1.89,5.2,4.37,,4.72,1.77,3.78,7.68,2.24,32.37,7.56,4.49,6.73,2.95,5.79,5.2,2.83,2.01,5.91,39.81,,,,2.24,1.77,2.6,4.02,6.97,2.13,,3.31,3.07,6.38,4.37,5.55,2.6,2.72,3.54,,16.411111,11.372222,22.011111,0.0,8.58642,59.969187
US_TX_48213,2020-02-04,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,1.63,5.59,5.95,3.61,11.89,2.8,7.46,4.55,4.55,4.31,1.86,6.53,5.95,2.8,3.5,2.21,2.8,2.45,,19.47,4.08,8.63,3.96,2.68,5.13,1.75,10.03,5.36,1.86,2.68,3.5,4.78,6.06,3.73,5.01,6.29,2.56,5.83,2.45,3.85,8.39,2.91,31.47,6.18,3.85,6.76,4.43,4.9,5.36,2.1,2.1,5.95,39.05,,2.8,3.03,,2.21,3.26,5.36,6.29,2.33,2.91,3.85,2.33,7.23,4.78,5.01,2.8,3.38,3.15,2.21,17.138889,9.438889,21.638889,0.550333,14.808642,87.24194
US_TX_48213,2020-02-05,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,1.77,3.19,6.27,4.02,12.89,2.01,8.28,6.86,2.48,3.31,2.25,8.04,5.92,,4.14,2.01,,3.55,1.77,23.78,2.96,9.7,2.13,2.48,6.51,2.13,9.94,3.43,2.13,3.79,3.79,7.22,5.56,2.25,3.43,3.43,1.77,4.85,1.66,2.25,8.99,2.48,30.76,5.8,5.92,5.68,2.6,6.15,5.21,2.96,2.37,4.73,37.15,,1.89,2.48,1.66,1.77,,4.14,6.15,,2.6,3.08,2.01,7.45,4.26,6.51,3.55,3.55,3.79,1.77,5.077778,2.566667,9.505556,0.804333,2.91358,86.600096
US_TX_48213,2020-02-06,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.24,5.67,6.38,3.78,14.4,3.31,7.2,6.14,4.01,3.31,,5.08,4.49,2.12,3.66,2.48,,3.54,,21.96,3.42,8.97,3.42,2.72,3.78,2.12,8.62,4.96,2.01,4.13,4.72,4.96,4.61,3.07,3.78,4.49,2.36,5.31,2.01,4.96,9.33,2.12,29.4,6.02,3.31,7.91,2.72,4.61,4.13,2.48,2.24,4.72,38.49,2.36,1.89,,2.36,2.36,2.36,4.37,6.38,,3.31,2.72,2.83,5.43,4.13,5.55,3.9,3.54,3.07,,2.366667,-0.55,7.366667,3.048,-2.141975,72.59832
US_TX_48213,2020-02-07,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,1.98,4.36,6.74,5.02,12.68,2.91,8.06,4.76,2.25,3.83,2.11,6.61,3.57,2.38,2.64,,1.98,3.04,,19.02,4.1,7.93,2.91,3.04,5.15,3.17,10.97,11.63,2.64,4.62,3.57,5.02,4.23,2.91,6.08,6.08,1.98,4.36,2.64,5.42,8.46,2.25,36.33,3.7,3.44,5.81,2.91,5.15,5.02,,2.64,6.08,36.73,,,,2.38,3.44,2.38,4.1,5.55,2.25,2.11,4.23,3.7,5.15,5.55,6.74,2.51,12.55,4.1,1.98,5.322222,-2.3,16.972222,0.2794,-3.438272,53.505049
US_TX_48213,2020-02-08,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,3.11,5.92,7.11,3.7,16.44,2.22,7.7,6.81,3.7,2.07,2.22,4.74,3.85,2.37,4.59,3.56,,3.11,,19.25,4.15,11.11,3.56,3.7,4.44,3.26,9.33,7.26,,,3.11,5.04,5.78,3.85,3.11,5.78,,5.04,3.26,5.04,11.7,3.11,34.07,5.04,5.33,10.07,2.96,2.96,2.96,2.37,2.07,6.96,42.51,3.7,,,,3.11,2.52,4.59,8.44,,3.11,,4.0,6.37,5.18,3.7,6.22,7.7,2.67,2.22,9.6,1.377778,18.7,0.0,0.296296,52.471004
US_TX_48213,2020-02-09,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,1.97,5.35,10.71,6.34,15.49,,7.18,5.07,,3.24,2.82,6.9,4.08,1.97,4.37,,2.68,3.94,,17.04,5.07,8.31,3.66,,6.34,2.11,8.73,5.35,2.25,3.52,4.51,6.06,5.21,2.54,4.37,4.93,,5.21,,,8.45,2.11,31.27,8.59,3.94,7.46,2.82,3.38,3.52,2.68,2.96,5.78,44.65,2.96,,,,,2.96,3.8,7.46,1.97,2.68,2.96,3.66,5.92,3.52,4.93,4.65,4.51,4.37,2.96,16.544444,13.505556,21.194444,0.0,11.185185,70.992677
US_TX_48213,2020-02-10,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.1,6.07,6.77,4.08,12.95,2.1,7.94,7.59,1.87,5.37,2.68,6.18,5.13,1.98,4.2,,1.75,2.33,2.22,18.44,3.73,9.45,3.03,3.15,6.88,3.15,9.45,3.73,,2.68,4.32,5.37,3.15,1.63,5.49,3.5,2.22,4.55,2.68,3.62,10.85,2.33,29.53,4.79,3.97,7.59,3.5,5.49,3.62,2.57,2.8,4.67,40.73,1.63,2.68,2.68,2.45,2.1,2.1,3.97,8.52,,2.68,3.27,3.03,6.42,4.32,5.83,3.38,4.67,3.85,2.22,14.711111,8.011111,19.922222,8.212667,13.104938,91.441976
US_TX_48213,2020-02-11,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,1.73,6.0,7.49,4.61,10.26,2.19,8.42,7.03,,3.8,1.96,5.42,5.76,,4.27,1.84,,2.54,2.19,17.52,2.88,8.3,2.77,3.8,5.88,,10.03,4.15,3.11,3.11,4.96,4.04,4.73,,4.61,3.92,,5.07,2.08,2.54,10.14,2.54,26.75,7.38,3.23,6.69,3.8,4.73,4.04,2.77,1.73,7.38,44.85,1.96,2.08,1.61,2.08,1.73,2.42,3.69,6.11,3.0,3.46,3.8,3.46,4.5,4.27,5.53,2.88,3.8,3.69,1.84,6.8,5.433333,8.55,7.112,5.777778,93.845423
US_TX_48213,2020-02-12,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,2.52,3.9,5.5,4.93,11.23,1.6,8.37,5.39,1.95,3.32,2.06,7.57,4.24,2.18,4.01,2.29,2.52,2.06,1.95,19.94,2.75,9.63,2.18,2.52,6.53,1.95,10.2,5.27,3.9,2.52,4.81,4.93,4.47,2.52,4.24,3.9,1.6,5.85,2.06,3.32,9.51,2.41,29.8,6.3,3.44,6.65,4.01,5.85,4.24,3.44,2.06,8.37,40.0,1.6,1.83,,2.75,2.41,,3.1,6.19,,2.75,2.41,3.21,4.93,4.93,5.27,2.98,4.24,3.1,1.72,7.327778,6.344444,9.727778,41.021,6.506173,94.938381
US_TX_48213,2020-02-13,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,1.8,4.2,6.23,3.72,11.51,3.12,7.43,6.71,2.64,5.28,,5.28,2.52,3.24,3.6,,,3.72,,20.62,3.12,9.23,2.76,2.4,4.32,1.8,9.23,5.88,1.68,2.64,3.84,4.44,4.44,2.4,2.52,4.32,2.04,4.68,3.6,2.64,8.51,2.28,34.05,7.07,2.88,5.04,3.48,4.08,4.44,2.4,2.4,5.51,36.09,2.28,,,3.6,2.4,2.64,2.28,5.28,,,2.52,2.4,4.56,5.51,4.08,4.32,3.48,3.72,,5.888889,3.683333,9.027778,17.78,2.320988,78.153091
US_TX_48213,2020-02-14,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,,1.93,5.53,6.91,4.01,8.43,3.04,6.91,5.66,2.49,3.32,,6.08,3.59,,2.21,2.07,,2.49,2.07,17.96,4.01,5.53,3.32,2.9,5.11,1.93,7.46,4.84,2.62,2.62,4.7,3.73,4.14,2.49,4.28,2.49,,5.11,3.04,3.32,9.95,,30.67,5.66,3.04,8.15,,5.25,4.84,3.45,2.49,4.01,36.89,,,,2.07,3.18,,4.14,5.53,,,,2.21,6.36,3.59,6.49,3.18,4.14,3.59,2.49,3.727778,-1.722222,11.966667,0.0,-1.716049,68.240579
US_TX_48213,2020-02-15,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,5,2,,2,-1,2.37,4.73,7.54,5.17,10.5,,6.95,5.32,,2.37,,5.03,4.88,2.22,3.1,3.4,,3.55,,19.96,3.25,11.38,3.84,,5.17,3.1,9.46,5.47,,,3.25,4.88,4.58,3.1,3.99,3.55,,4.58,2.51,2.66,8.43,2.66,27.79,5.03,2.81,8.28,3.55,5.17,5.47,2.07,2.81,5.62,42.43,,2.96,,2.22,2.07,,5.03,6.8,2.22,2.07,2.51,3.1,5.47,5.17,5.77,3.1,3.99,3.25,3.1,7.744444,1.611111,16.711111,0.0,1.919753,66.882942
US_TX_48213,2020-02-16,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,9,3,,3,-1,,4.57,6.0,5.0,13.99,2.43,7.57,6.99,2.43,2.43,2.14,5.0,5.28,2.43,3.0,2.0,3.71,2.57,,19.41,5.42,11.7,3.28,2.43,4.57,3.71,9.42,5.42,,3.28,4.42,6.71,6.14,4.14,2.85,4.14,2.14,5.71,3.0,2.28,10.85,2.57,29.97,8.14,3.57,8.56,3.14,4.0,6.0,2.28,3.0,6.42,44.1,,4.0,,,2.43,3.0,4.14,11.56,2.43,4.0,3.0,2.0,7.85,4.0,4.57,3.28,3.42,2.57,3.28,15.527778,11.411111,22.916667,0.0,11.351852,76.701913
US_TX_48213,2020-02-17,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,2,-5,,-16,2,3.06,6.25,10.2,4.72,12.11,2.17,10.2,7.65,2.93,4.72,1.78,8.03,5.48,2.68,3.57,,2.29,3.06,1.78,20.39,4.59,9.18,4.08,4.72,5.61,2.04,10.96,4.59,2.68,5.35,2.93,6.76,4.21,2.17,4.08,4.08,1.78,4.21,3.19,2.29,9.05,3.06,31.1,6.25,3.95,9.69,3.82,5.48,4.84,2.17,2.55,5.74,43.85,2.55,2.68,2.55,,2.8,2.04,5.23,10.32,2.17,2.55,,2.55,6.88,4.72,5.48,4.33,4.21,2.68,2.68,17.488889,14.588889,22.872222,0.0,15.104938,86.106412
