location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13039,2020-01-21,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,1.83,4.68,9.47,5.14,10.16,1.6,10.96,4.91,3.65,4.34,5.48,3.77,1.6,2.62,1.71,1.6,19.4,3.88,9.7,1.83,1.6,4.45,3.42,7.88,4.34,2.74,3.08,5.02,5.14,,3.88,3.42,,8.22,,2.06,8.9,,28.19,4.57,3.42,9.47,3.42,4.0,8.79,,1.71,5.48,38.35,2.06,,2.17,4.34,9.02,,2.51,2.06,1.94,3.88,4.34,4.57,2.51,2.85,2.97,2.97,5.709877,2.993827,9.648148,0.0,-3.055556,55.289005
US_GA_13039,2020-01-22,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,1.93,4.21,7.84,4.09,11.03,1.93,7.73,4.77,,4.77,5.23,3.3,2.61,2.73,2.27,3.64,15.46,3.07,6.59,,3.07,4.66,2.27,6.71,4.77,2.96,2.73,5.23,6.59,2.27,3.87,3.98,3.52,6.25,2.61,3.41,6.71,2.39,26.14,5.46,3.41,7.73,4.32,5.0,7.05,2.05,3.64,4.66,39.55,2.27,1.59,2.27,5.0,7.5,,3.18,1.71,2.16,5.46,2.39,4.21,3.3,4.21,2.61,3.64,5.209877,0.697531,11.197531,0.0,-3.62037,54.487093
US_GA_13039,2020-01-23,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,,5.47,8.09,3.42,12.76,3.08,8.77,6.38,2.51,3.3,5.58,4.21,3.42,4.56,2.73,2.28,14.58,2.28,7.97,3.42,2.39,5.81,2.16,9.0,4.78,3.19,3.76,2.96,4.9,2.73,3.53,4.21,3.08,3.53,2.85,3.08,8.54,3.08,25.29,5.12,3.08,6.26,3.19,5.81,5.35,2.16,2.28,4.1,38.61,2.28,2.16,3.53,5.7,9.0,2.28,2.05,2.73,3.19,6.15,4.67,3.76,1.94,3.3,3.87,2.73,11.987654,8.790123,14.290123,0.0,8.833333,83.412378
US_GA_13039,2020-01-24,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,1.7,4.31,7.82,1.59,11.34,3.06,7.14,3.06,1.7,2.61,4.2,5.44,2.83,2.27,,3.29,20.07,4.54,6.35,2.61,,4.65,,7.94,4.54,1.81,3.97,4.76,7.37,,3.17,4.2,,3.4,2.95,1.81,7.37,2.83,31.06,7.94,3.85,6.58,2.49,3.85,4.31,1.81,2.61,5.44,36.05,2.83,,2.95,4.65,6.35,1.7,1.93,,2.04,5.44,4.2,4.54,2.04,3.63,3.74,1.7,16.197531,12.037037,22.216049,0.09525,13.888889,87.273736
US_GA_13039,2020-01-25,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,2.03,3.81,8.52,5.97,12.59,2.67,7.12,4.45,,3.69,5.59,4.45,,2.42,1.78,2.03,22.89,3.69,9.66,3.69,3.69,4.83,2.8,6.99,3.56,2.16,2.8,5.59,2.16,,2.92,4.7,,3.81,,3.05,5.08,2.16,28.1,3.31,4.07,6.61,2.42,4.7,4.32,2.8,1.91,4.96,34.58,,1.91,2.42,3.56,8.26,2.03,,3.18,2.42,3.05,2.8,2.8,2.42,2.29,2.54,1.91,14.91358,9.462963,20.271605,0.620889,8.583333,67.199825
US_GA_13039,2020-01-26,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,1.77,4.36,8.25,3.54,10.02,2.12,6.01,3.18,,4.01,5.3,3.65,,2.24,2.24,2.48,22.74,3.18,8.13,3.65,,3.89,2.48,8.13,3.54,2.12,2.71,5.07,6.48,2.36,2.36,3.42,2.59,3.06,2.59,1.89,6.83,,31.11,5.18,4.6,7.42,3.3,4.12,3.06,,1.65,5.54,37.24,2.12,2.59,3.65,3.3,6.83,2.12,3.18,2.59,,5.66,5.3,3.3,2.48,3.18,2.95,3.42,11.160494,4.41358,18.697531,0.0,2.416667,56.273188
US_GA_13039,2020-01-27,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,2.21,4.98,6.09,2.66,12.96,2.33,8.09,4.43,1.99,3.21,6.31,3.65,,5.09,1.66,2.1,24.15,2.55,6.98,2.88,,2.88,1.88,9.19,3.88,2.21,3.54,5.87,5.43,2.44,3.77,3.65,2.33,4.98,1.77,1.66,10.63,2.55,36.66,5.65,3.43,6.87,2.99,5.76,4.32,3.54,3.1,5.21,36.44,,,,4.32,6.42,1.55,2.99,2.1,,7.2,3.88,4.87,2.77,2.77,4.54,,13.506173,8.901235,17.932099,0.09525,7.101852,66.342471
US_GA_13039,2020-01-28,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,2.33,3.88,6.42,2.88,10.3,1.77,6.98,4.54,1.99,4.43,5.76,2.77,2.66,2.77,2.1,2.44,21.82,2.88,7.75,1.55,2.88,5.32,2.33,7.42,3.43,1.55,3.32,5.43,5.32,2.66,3.66,4.43,2.55,4.54,,2.66,9.2,1.77,37.11,6.98,3.32,6.09,3.1,4.21,4.43,2.88,3.21,3.66,36.56,2.44,1.99,2.55,4.1,12.19,2.1,2.88,2.88,1.66,5.98,4.87,3.77,4.43,3.77,2.77,2.44,12.333333,7.85,16.777778,0.0,6.404762,67.923834
US_GA_13039,2020-01-29,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,1.57,5.61,7.85,2.58,10.43,3.25,7.18,4.6,2.58,4.71,5.72,3.7,2.92,2.13,2.13,3.03,20.42,4.49,8.97,2.81,3.03,4.6,,7.85,3.7,1.68,3.48,5.83,4.49,2.36,4.38,3.14,3.48,3.37,2.58,3.48,6.96,1.79,42.19,7.07,3.25,6.84,2.92,3.59,3.93,3.25,2.58,4.38,39.27,1.91,,2.58,2.36,13.8,2.13,3.59,2.13,2.81,6.28,4.6,3.37,3.59,3.37,2.36,2.24,9.685185,4.611111,15.512346,0.0,6.75,85.221376
US_GA_13039,2020-01-30,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,3.05,5.51,7.27,2.23,10.44,2.11,8.09,5.16,3.05,5.51,5.98,2.23,,2.11,,2.93,29.08,4.34,8.91,3.52,2.23,6.68,1.88,8.68,4.34,2.81,2.35,5.86,4.81,2.46,3.63,3.52,2.58,4.34,2.46,2.81,8.09,3.28,35.77,4.22,2.35,6.45,2.93,3.63,5.16,1.76,1.88,5.98,37.52,3.4,,1.88,4.92,8.09,1.99,3.52,2.81,3.63,5.51,5.16,5.28,2.81,1.64,2.7,3.75,12.753086,9.049383,15.080247,5.334,10.203704,86.011227
US_GA_13039,2020-01-31,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,2.34,4.8,5.16,3.87,9.38,2.34,8.09,5.16,2.81,4.34,5.39,2.7,2.46,2.81,,2.81,27.78,4.22,9.38,3.4,2.34,4.45,3.28,6.92,6.56,3.87,3.05,4.57,5.74,2.58,4.1,2.46,,4.57,2.34,1.99,8.56,3.05,34.11,6.33,1.64,9.03,2.93,4.57,3.52,1.88,2.7,3.4,32.35,1.88,,1.88,3.98,8.91,,3.52,2.93,2.46,5.63,2.23,4.22,2.93,4.1,3.52,3.17,13.697531,11.660494,17.04321,0.508,11.324074,87.116016
US_GA_13039,2020-02-01,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,,4.51,5.85,3.9,10.49,2.93,8.66,4.03,1.95,4.39,5.61,4.27,1.83,2.56,,2.44,23.42,3.17,8.66,2.93,,3.9,1.95,6.95,5.0,3.42,2.44,3.17,5.73,2.19,4.15,4.27,1.95,4.27,3.05,3.05,6.59,3.42,28.54,4.39,3.78,5.98,3.05,3.9,4.76,,3.78,4.88,39.03,2.56,,3.05,5.49,6.46,1.95,1.71,3.17,1.83,5.37,4.27,5.0,3.9,3.17,4.03,,10.191358,8.382716,15.104938,1.157111,8.657407,91.67778
US_GA_13039,2020-02-02,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,2.04,4.67,8.03,3.35,10.19,2.64,6.83,5.03,2.4,3.0,3.83,3.96,,2.28,3.35,3.12,21.09,3.6,9.11,3.35,,5.39,,6.47,2.88,2.4,2.52,4.43,7.31,1.92,2.88,5.03,2.16,5.03,2.16,2.88,5.39,,25.29,4.55,2.88,6.83,,4.31,4.07,2.04,3.35,3.24,35.71,1.92,,2.16,3.6,5.87,3.12,2.4,3.83,1.92,2.88,5.03,2.88,2.4,3.35,4.19,2.28,11.154321,6.444444,17.907407,0.028222,4.759259,65.679823
US_GA_13039,2020-02-03,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,2.35,4.94,8.46,3.41,13.17,,7.29,4.58,4.23,3.53,5.41,4.58,2.0,2.82,1.65,2.7,20.69,2.23,8.94,3.65,1.88,5.41,2.7,7.17,6.0,1.76,2.94,3.41,4.82,,4.35,3.29,2.59,5.76,2.0,2.94,6.82,,30.69,5.17,3.29,6.7,1.76,4.58,5.53,1.76,3.17,6.11,41.5,1.88,2.12,,5.41,7.05,,2.35,3.06,3.41,6.23,2.82,6.7,3.41,4.94,3.88,,13.876543,6.580247,22.820988,0.0,5.925926,59.844355
US_GA_13039,2020-02-04,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,1.9,4.93,6.27,5.71,13.33,2.69,6.72,4.7,1.79,4.37,5.6,4.48,1.68,2.58,1.79,2.35,17.14,2.46,7.5,3.47,,4.03,3.14,9.29,6.16,2.35,1.9,6.27,5.93,1.57,2.35,2.69,2.35,1.9,2.02,2.02,8.29,1.68,33.26,6.38,5.26,8.85,2.91,5.49,2.69,,2.35,5.04,38.97,2.8,1.68,2.13,4.03,10.19,,5.15,2.91,2.69,6.61,4.93,3.7,3.47,4.26,2.69,2.58,14.37037,7.938272,21.382716,0.0,9.194444,72.970607
US_GA_13039,2020-02-05,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,2.33,4.33,7.88,5.22,11.1,4.0,6.11,3.11,2.0,2.44,6.88,4.11,1.78,2.89,2.67,,17.54,2.22,7.55,2.67,2.33,3.66,1.78,6.77,6.22,2.11,3.89,6.0,4.55,1.55,3.44,4.0,1.89,4.11,2.78,2.11,7.55,1.67,30.87,5.33,2.89,7.11,4.33,4.66,4.78,,2.89,4.66,41.42,2.11,2.89,2.11,4.55,8.0,2.22,2.55,2.11,2.67,5.66,4.44,4.0,2.22,4.11,2.78,1.89,17.518519,10.141975,25.04321,0.0,12.925926,76.112991
US_GA_13039,2020-02-06,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,1.52,5.97,8.13,3.9,12.04,1.95,6.51,5.1,1.95,4.66,5.42,4.66,1.84,4.12,2.82,3.04,18.44,2.82,9.44,2.93,1.74,4.34,2.17,7.48,5.75,3.47,2.39,4.34,6.62,1.52,3.58,4.01,2.28,4.01,2.28,2.71,8.68,3.36,33.73,6.94,2.93,6.07,3.15,4.23,4.66,1.84,,5.64,37.85,,1.63,3.04,4.23,8.68,1.74,1.84,2.93,2.93,4.34,3.69,4.45,2.28,4.34,4.45,,21.907407,17.197531,27.481481,0.0,17.305556,76.204697
US_GA_13039,2020-02-07,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,,5.26,7.27,3.69,12.41,3.58,5.59,6.49,2.46,,4.7,4.25,1.57,3.8,2.46,2.57,17.9,3.47,7.83,3.02,,3.92,1.57,7.83,5.37,4.14,2.24,4.7,7.16,,2.46,2.57,,3.35,2.24,1.68,6.26,3.35,30.2,5.48,3.02,5.93,2.12,3.58,4.25,2.46,2.57,3.69,33.44,1.68,1.68,2.68,4.7,6.04,,,3.24,2.24,6.71,1.57,4.7,2.24,3.92,3.8,1.57,16.82716,12.141975,27.117284,16.368889,6.787037,52.853649
US_GA_13039,2020-02-08,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,2.27,3.15,8.56,3.78,9.57,2.02,7.55,3.9,2.52,3.53,5.42,4.66,,3.53,,,19.77,4.16,8.44,2.9,,4.79,2.27,6.17,3.78,,2.39,4.03,4.53,,4.66,4.03,,3.02,2.52,2.77,6.67,,23.67,6.55,3.27,7.43,2.77,3.15,1.89,2.39,2.77,5.04,33.37,2.77,2.14,2.64,2.64,5.54,2.52,2.27,2.64,,5.79,3.15,4.28,3.78,3.65,4.79,2.27,10.290123,4.154321,16.487654,0.141111,1.703704,56.70769
US_GA_13039,2020-02-09,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,,3.45,9.25,2.71,11.84,1.97,6.41,3.95,2.1,3.21,5.8,2.96,2.84,,2.1,2.47,19.12,4.69,9.74,3.58,1.73,4.19,,5.67,3.21,,3.21,3.95,4.81,3.08,5.43,4.69,1.97,4.56,,3.82,6.17,1.97,26.15,4.56,2.47,6.41,2.47,1.97,4.19,2.1,2.47,6.78,33.92,2.1,,2.47,5.55,7.15,1.73,2.22,2.1,2.71,4.81,3.45,2.96,3.21,3.21,2.71,1.73,12.302469,6.209877,17.049383,0.0,8.398148,79.564303
US_GA_13039,2020-02-10,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,,5.77,6.88,4.0,12.21,,8.77,4.77,2.33,3.33,6.44,4.88,2.33,2.55,,4.22,18.43,3.33,9.77,3.55,2.22,4.77,2.89,7.88,5.88,2.22,3.22,6.11,7.21,2.0,3.66,3.44,2.89,4.33,3.0,3.44,9.88,2.22,27.64,7.21,2.55,7.88,3.22,2.89,4.22,3.66,2.66,5.0,39.18,3.11,1.55,2.77,5.55,6.99,,2.22,3.0,2.11,3.33,3.77,4.11,2.77,3.11,4.77,1.55,16.308642,8.611111,24.308642,0.0,12.277778,79.226165
US_GA_13039,2020-02-11,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,,3.24,7.16,4.58,12.41,,8.16,4.7,,4.36,7.38,4.47,2.79,4.03,,3.58,14.87,4.58,8.72,3.47,1.9,3.69,3.13,7.71,5.14,1.9,2.01,5.37,4.7,2.01,5.93,2.79,1.68,3.24,1.9,4.47,7.6,3.69,31.42,5.59,3.13,6.71,4.36,3.47,4.03,,,5.48,35.78,,2.12,2.57,4.81,6.6,,2.35,3.47,2.35,5.14,3.91,3.8,5.03,2.57,2.35,2.46,21.740741,17.080247,27.901235,0.0,18.083333,81.028601
US_GA_13039,2020-02-12,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,2.56,4.34,8.68,4.01,12.13,2.56,6.68,5.23,1.67,2.9,4.23,3.23,1.78,3.23,2.23,2.56,17.26,3.67,7.12,3.45,2.0,4.12,2.56,8.02,3.23,2.34,3.67,4.23,4.68,1.56,2.78,4.68,2.9,4.12,2.12,4.01,9.02,3.23,30.95,5.9,3.34,7.46,2.78,3.67,4.56,1.67,2.9,5.12,32.28,1.89,1.89,3.67,5.46,7.24,2.23,1.89,3.23,1.56,5.01,4.56,3.01,2.0,3.12,4.68,1.67,20.87037,17.888889,26.160494,0.0,18.175926,85.340516
US_GA_13039,2020-02-13,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,,,,,,,3.09,3.59,9.03,3.83,15.83,2.1,8.29,5.32,,4.33,6.55,4.58,2.47,3.21,,2.23,18.06,3.71,8.41,2.97,2.1,5.94,1.98,8.04,5.44,2.1,3.46,4.45,4.95,2.47,4.45,3.46,3.46,6.06,2.23,3.96,6.8,2.35,27.58,2.97,2.72,11.13,2.72,4.33,5.57,2.35,2.97,4.95,36.85,,2.35,3.34,4.58,7.05,2.35,2.6,3.46,1.73,5.57,3.59,5.94,2.97,4.58,2.97,,22.972222,18.711111,29.616667,0.4826,19.309524,80.564851
