location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18087,2021-03-25,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,2466,72,,,0,0,0,0,0,0,1,0,0,0,3,12,42,154,65,310,317,368,392,389,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,1185,1273,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-6,6,,14,-5,3,4.41,7.25,9.14,4.41,4.73,6.93,,6.62,,6.93,21.12,6.62,4.73,6.3,34.67,5.04,4.73,11.05,5.5,16.777778,0.508,,6.116667,71.71548
US_IN_18087,2021-03-26,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,2467,72,,,0,0,0,0,0,1,0,0,0,0,3,12,42,154,65,311,317,368,392,389,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,1186,1273,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-7,13,,18,0,4,5.66,9.44,10.38,5.03,,7.55,5.35,8.81,,7.55,20.76,5.03,4.72,4.72,28.94,,,6.45,3.377778,12.327778,32.9692,,4.594444,87.981344
US_IN_18087,2021-03-27,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,3,0,2470,72,,,0,0,0,0,0,1,1,0,0,1,3,12,42,154,65,312,318,368,392,390,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,1187,1275,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,32,,,57,7,,10.12,7.79,5.45,8.18,,,,8.57,,7.4,15.96,,8.57,,32.32,,5.84,8.194444,2.544444,17.344444,9.017,,4.755556,79.085109
US_IN_18087,2021-03-28,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,2,0,2472,72,,,0,0,0,0,0,2,0,0,0,0,3,12,42,154,65,314,318,368,392,390,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,2,1187,1277,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,28,-9,,8.89,8.5,,,7.34,6.18,,7.73,,,18.16,,,,33.61,,,7.066667,2.022222,14.733333,12.1412,,4.655556,84.790505
US_IN_18087,2021-03-29,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,2469,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,13,-1,1,6.86,8.73,9.66,4.36,5.61,10.29,,8.1,6.86,8.73,12.16,5.61,,6.54,30.23,,4.67,3.4,-3.444444,12.305556,0.127,,-2.961111,63.319456
US_IN_18087,2021-03-30,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,3,0,2475,72,,,0,0,0,0,0,0,1,1,1,0,3,12,42,154,65,314,319,369,393,390,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,,1189,1277,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,6,18,,28,-5,1,,7.79,8.42,4.68,,4.37,,8.11,,,18.4,5.61,7.79,5.3,33.36,8.73,4.68,12.55,6.8,20.75,0.0,,0.944444,45.167384
US_IN_18087,2021-03-31,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,5,0,2480,72,,,0,0,0,0,1,0,2,1,1,0,3,12,42,154,66,314,321,370,394,390,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,4,1190,1281,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,36,-7,3,6.04,7.04,7.38,4.7,5.03,12.41,,9.06,,6.04,13.75,,5.03,4.7,35.89,,,6.4,1.844444,17.105556,2.4892,,-0.444444,61.746165
US_IN_18087,2021-04-01,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,2,0,2482,72,,,0,0,0,0,0,1,0,0,0,1,3,12,42,154,66,315,321,370,394,391,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,1191,1282,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,5,23,,29,-11,2,,11.29,8.12,5.29,,9.18,6.35,5.65,,5.65,19.06,7.06,8.47,5.29,40.59,7.41,5.29,-0.694444,-3.422222,4.2,0.762,,-7.816667,58.694246
US_IN_18087,2021-04-02,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,2483,72,,,0,0,0,0,0,1,0,0,0,0,3,12,42,154,66,316,321,370,394,391,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,1192,1282,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-16,0,,40,-55,17,,9.93,,,,7.95,,8.74,,6.36,17.48,5.96,9.54,,32.18,7.95,,-0.066667,-7.866667,7.9,0.0254,,-9.655556,48.926146
US_IN_18087,2021-04-03,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,2484,72,,,0,0,0,0,0,1,0,0,0,0,3,12,42,154,66,317,321,370,394,391,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,1192,1283,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-5,,,26,-20,,6.26,7.1,6.26,7.93,5.84,10.02,6.68,,,8.35,17.12,7.52,7.1,,34.24,,6.26,7.55,-0.555556,18.822222,0.0,,-4.944444,40.970538
US_IN_18087,2021-04-04,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,2485,72,,,0,0,0,0,0,0,1,0,0,0,3,12,42,154,66,317,322,370,394,391,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,1193,1283,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,30,-22,,,,,,,,,,,7.68,16.72,,,,32.54,,7.68,12.594444,0.95,21.85,0.0,,1.233333,46.078536
US_IN_18087,2021-04-05,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,7,0,2492,72,,,1,0,1,0,0,1,0,1,2,1,4,12,43,154,66,318,322,371,396,392,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,3,1197,1286,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,43,-14,2,5.9,7.47,9.44,9.44,7.87,10.62,,11.41,,6.29,15.74,8.26,,5.9,39.34,6.29,8.26,15.288889,8.888889,21.833333,0.399143,,4.933333,50.182537
US_IN_18087,2021-04-06,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,6,0,2498,72,,,0,0,0,0,0,1,2,2,0,1,4,12,43,154,66,319,324,373,396,393,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,3,1200,1289,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,15,24,,23,-16,2,7.78,6.96,6.14,10.24,,7.37,5.74,11.47,,5.74,16.8,7.37,9.01,,31.95,7.78,,17.111111,9.661111,25.688889,0.112889,,9.088889,59.60599
US_IN_18087,2021-04-07,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,7,0,2505,72,,,0,0,0,0,0,3,1,0,0,1,4,12,43,154,66,322,325,373,396,394,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,3,1204,1292,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,14,-17,3,5.88,8.62,7.06,7.84,,5.88,,13.72,,,18.82,,9.8,,29.4,6.27,6.27,19.583333,10.861111,26.2,0.217714,,10.666667,56.506531
US_IN_18087,2021-04-08,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,3,0,2508,72,,,0,0,0,0,0,2,1,0,0,0,4,12,43,154,66,324,326,373,396,394,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,1206,1293,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,11,12,,17,-15,5,,11.4,,6.84,,,,9.88,,9.88,19.75,8.36,5.32,6.08,42.92,6.84,8.74,18.477778,13.272222,23.666667,1.1176,,12.277778,67.309505
US_IN_18087,2021-04-09,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,2509,72,,,0,0,0,0,0,0,0,0,1,0,4,12,43,154,66,324,326,373,397,394,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,1207,1293,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,6,23,,24,-16,4,,12.81,,,,7.76,,9.32,,10.09,16.69,5.82,10.09,,28.73,,6.21,14.783333,9.688889,21.916667,5.116286,,8.411111,65.782398
US_IN_18087,2021-04-10,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,3,0,2512,72,,,0,0,0,0,0,0,1,2,0,0,4,12,43,154,66,324,327,375,397,394,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,1209,1294,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,22,,,41,-11,,7.98,7.98,7.18,7.18,,6.38,,5.58,,7.18,11.96,,9.17,,29.11,5.98,8.38,13.888889,6.411111,21.65,0.0,,9.3,73.977645
US_IN_18087,2021-04-11,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,2513,72,,,0,0,0,0,0,0,0,0,1,0,4,12,43,154,66,324,327,375,398,394,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,1209,1295,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,36,-16,,5.74,12.71,6.15,,6.56,9.84,6.56,9.43,,6.15,18.87,9.43,6.97,,27.07,8.2,,11.022222,6.75,17.55,12.8016,,8.244444,83.103422
US_IN_18087,2021-04-12,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,7,0,2520,72,,,0,0,0,0,0,1,2,1,1,1,4,12,43,154,66,325,329,376,399,395,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,2,1214,1297,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,27,-2,0,,9.99,9.67,4.51,5.8,6.77,,9.99,,9.99,17.08,,,,33.83,5.8,,11.027778,6.427778,17.094444,3.338286,,6.683333,74.774737
US_IN_18087,2021-04-13,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,6,0,2526,72,,,0,0,0,0,0,4,0,0,2,0,4,12,43,154,66,329,329,376,401,395,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,4,1216,1301,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,5,19,,10,-8,2,5.15,12.55,9.98,4.51,6.12,5.47,,4.83,,9.01,13.52,,6.76,4.51,39.59,5.79,,10.094444,2.327778,16.4,0.0254,,1.622222,55.738475
US_IN_18087,2021-04-14,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,2527,72,,,0,0,0,0,0,0,0,0,0,0,4,12,43,154,66,329,329,376,401,395,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,1217,1301,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,17,,18,-5,2,,5.64,7.2,5.01,5.64,5.01,,8.46,4.7,10.02,17.23,6.26,6.89,5.64,35.08,6.26,,6.5,0.627778,12.861111,0.0,,-1.133333,58.301213
US_IN_18087,2021-04-15,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,8,0,2535,72,,,0,0,0,2,1,1,1,1,2,0,4,12,43,156,67,330,330,377,403,395,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,6,1219,1307,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,11,14,,14,-7,3,,8.03,8.95,5.56,5.87,9.26,4.63,13.89,,,15.12,,6.48,,33.65,5.87,4.63,4.155556,0.361111,8.872222,0.1524,,-0.644444,71.023742
US_IN_18087,2021-04-16,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,8,0,2543,72,,,0,0,0,1,0,4,0,0,3,0,4,12,43,157,67,334,330,377,406,395,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,5,1222,1312,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,22,29,,18,-2,1,,7.44,4.85,5.5,6.15,6.15,,7.77,,,15.53,5.18,,,34.95,5.82,8.41,6.583333,1.472222,12.377778,0.028222,,1.288889,68.991758
US_IN_18087,2021-04-17,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,3,0,2546,72,,,0,0,0,0,0,1,0,0,0,1,4,12,43,157,67,335,330,377,406,396,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,1223,1314,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,37,,,30,1,,,11.69,,,,7.4,,10.52,,12.07,16.36,,7.79,,28.82,,,6.461111,-0.722222,14.0,0.0,,1.55,70.956602
US_IN_18087,2021-04-18,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,3,0,2549,72,,,0,0,0,1,0,0,1,0,0,1,4,12,43,158,67,335,331,377,406,397,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,1224,1316,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,43,-18,,,10.77,,,,6.38,,8.37,,6.78,15.95,5.98,,,38.28,6.78,,7.933333,-0.816667,15.827778,0.0,,-1.8,50.574538
US_IN_18087,2021-04-19,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,10,0,2559,72,,,0,0,0,2,0,1,0,1,2,3,4,12,43,160,67,336,331,378,408,400,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,5,1229,1321,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,24,-2,2,6.07,7.67,5.43,7.35,6.07,4.47,,8.95,,10.86,21.73,6.07,8.63,,37.06,6.39,4.79,9.05,2.416667,16.094444,0.127,,1.205556,58.144688
US_IN_18087,2021-04-20,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,13,0,2572,72,,,0,0,0,3,2,2,3,2,1,0,4,12,43,163,69,338,334,380,409,400,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,8,1234,1329,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-5,8,,15,-7,6,4.69,7.82,,5.01,4.69,7.51,4.38,11.58,,6.26,22.84,5.32,5.63,7.2,32.23,5.01,,2.111111,-0.055556,5.4,3.8608,,-0.883333,80.983157
US_IN_18087,2021-04-21,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,8,0,2580,72,,,0,0,0,2,1,0,1,3,1,0,4,12,43,165,70,338,335,383,410,400,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,4,1238,1333,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,11,,29,-6,5,5.71,11.1,9.51,,,7.61,,6.02,,5.71,24.73,7.61,10.14,,36.78,4.44,,0.805556,-3.861111,5.85,1.905,,-3.122222,75.722792
US_IN_18087,2021-04-22,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,6,0,2586,72,,,0,0,0,3,0,0,1,1,1,0,4,12,43,168,70,338,336,384,411,400,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,3,1241,1336,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,15,19,,10,-5,3,,9.68,8.06,,5.8,7.42,10.0,7.42,6.45,4.51,26.45,4.51,7.74,7.42,35.8,5.8,5.8,2.85,-3.588889,10.433333,0.0635,,-4.383333,59.365866
US_IN_18087,2021-04-23,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,8,0,2594,72,,,0,0,0,5,1,1,0,1,0,0,4,12,43,173,71,339,336,385,411,400,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,4,1245,1340,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,18,22,,16,-5,1,,7.06,6.74,,4.5,6.74,5.46,8.67,,8.03,26.33,5.14,5.78,4.82,34.67,6.1,5.78,8.6,-0.1,15.716667,0.0,,-2.1,47.230873
US_IN_18087,2021-04-24,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,2595,72,,,0,0,0,0,0,1,0,0,0,0,4,12,43,173,71,340,336,385,411,400,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,1245,1341,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,30,,,33,-3,,8.18,10.78,,6.69,,6.32,,10.41,,5.2,15.61,9.29,,5.95,35.31,,5.58,9.2,3.772222,14.133333,1.0668,,4.116667,70.653005
US_IN_18087,2021-04-25,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,2596,72,,,0,0,0,0,0,0,0,0,1,0,4,12,43,173,71,340,336,385,412,400,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,1246,1341,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,29,-22,,7.69,8.91,,,5.67,8.91,,11.34,,,22.27,6.88,8.5,7.29,41.3,7.69,,6.783333,2.433333,11.1,1.312333,,1.972222,71.60798
US_IN_18087,2021-04-26,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,20,0,2616,72,,5277,0,0,3,3,0,5,3,4,1,1,4,12,46,176,71,345,339,389,413,401,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,16,1250,1357,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,10,0,0,5.19,10.71,6.17,4.87,6.49,4.87,,9.09,,6.49,27.58,5.19,6.49,,35.69,,6.49,9.205556,1.594444,20.927778,0.0,,1.15,57.565414
US_IN_18087,2021-04-27,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,8,0,2624,72,1,5278,0,0,0,1,1,1,2,1,0,1,4,12,46,177,72,346,341,390,413,402,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,3,1255,1360,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,21,27,,19,-4,1,9.43,14.48,,5.72,5.72,8.42,5.72,9.09,5.72,5.05,27.27,5.72,8.75,,37.38,11.45,8.08,18.533333,8.916667,27.733333,0.0,,8.122222,50.956121
US_IN_18087,2021-04-28,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,6,0,2630,72,20,5298,0,0,0,1,0,4,1,0,0,0,4,12,46,178,72,350,342,390,413,402,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,5,1256,1365,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,15,,17,-7,3,,10.3,5.15,5.79,,4.51,6.12,8.05,,7.08,23.5,6.12,6.76,,39.27,8.69,,19.277778,12.644444,26.233333,0.127,,12.638889,65.741813
US_IN_18087,2021-04-29,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,7,0,2637,72,111,5409,0,0,0,1,0,1,2,1,1,1,4,12,46,179,72,351,344,391,414,403,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,4,1259,1369,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,11,20,,21,-5,4,6.69,6.05,6.69,6.37,,5.1,5.42,10.51,,7.33,21.35,5.42,,5.1,36.64,6.05,5.42,11.222222,9.561111,15.972222,7.2644,,9.827778,91.301557
US_IN_18087,2021-04-30,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,7,0,2644,72,86,5495,0,0,0,0,0,3,0,2,0,1,4,12,46,179,72,354,344,393,414,404,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,7,1259,1376,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,16,28,,34,-4,1,5.5,10.67,10.99,4.85,4.53,7.11,,8.73,,7.44,18.43,,8.4,5.17,32.33,5.5,5.17,9.427778,4.138889,13.411111,1.721556,,3.483333,66.612434
US_IN_18087,2021-05-01,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,8,0,2631,72,108,5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,33,,,35,-6,,,8.27,,,7.88,6.3,5.51,10.24,,6.3,16.54,,6.69,5.51,37.41,9.45,9.06,8.87037,-1.012346,22.407407,0.0,,-0.993827,50.1406
US_IN_18087,2021-05-02,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,2,0,2646,72,0,5603,0,0,1,0,0,0,1,0,0,0,4,12,47,179,72,354,345,393,414,404,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,1260,1377,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,38,-16,,,10.75,6.62,6.62,,8.27,6.62,7.86,,8.27,13.65,,7.45,,30.61,9.51,7.03,21.216667,15.588889,26.794444,0.0,,10.361111,50.132651
