location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47025,2020-02-09,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,9.87,13.05,7.96,9.87,8.28,19.42,8.28,17.19,7.32,6.05,11.14,39.16,8.6,8.28,7.32,45.21,12.1,6.37,3.233333,-2.25,11.544444,0.4064,,-0.483333,76.869375
US_TN_47025,2020-02-10,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,9.24,17.17,10.57,7.13,6.34,18.23,10.83,17.43,6.08,5.55,9.77,42.0,8.98,9.77,,42.26,8.72,5.55,8.061111,4.944444,10.555556,1.016,,4.688889,79.989259
US_TN_47025,2020-02-11,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,8.71,11.24,12.64,7.3,11.8,16.58,10.4,10.68,5.34,5.06,9.83,43.27,5.06,7.3,7.59,52.82,8.99,9.27,10.055556,6.122222,13.394444,20.447,,9.339506,94.467178
US_TN_47025,2020-02-12,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,7.27,7.53,10.65,9.87,9.35,15.32,9.61,10.65,4.93,5.97,10.13,41.55,11.95,7.01,9.35,41.03,7.53,12.21,6.022222,4.411111,11.383333,4.5085,,4.266667,88.724954
US_TN_47025,2020-02-13,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,7.73,14.31,7.44,6.01,6.58,16.6,11.16,16.6,7.16,4.01,11.74,39.5,9.45,6.58,5.72,46.09,8.02,8.59,10.172222,3.555556,15.044444,17.907,,8.544444,89.798668
US_TN_47025,2020-02-14,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,6.74,11.51,5.62,5.33,3.93,11.51,8.7,13.48,4.49,5.33,7.86,27.51,7.3,4.21,5.62,31.44,5.9,7.3,-0.127778,-3.566667,3.433333,0.4064,,-6.511111,62.351029
US_TN_47025,2020-02-15,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,-2,9,-5,,10.92,10.24,,6.49,5.12,15.7,10.58,12.29,6.14,6.83,5.46,32.77,8.53,8.88,5.8,41.65,6.49,6.49,-0.811111,-8.027778,9.188889,0.0,,-7.95,58.568995
US_TN_47025,2020-02-16,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,0,43,-2,,8.93,12.12,4.79,7.34,6.38,20.1,8.93,12.76,,,8.62,36.38,5.74,4.47,8.3,35.42,7.34,5.11,6.35,1.027778,12.927778,0.0,,-1.205556,58.927115
US_TN_47025,2020-02-17,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,-8,0,-13,,7.75,10.24,15.77,7.19,8.85,14.66,7.75,15.77,5.53,3.87,10.51,35.14,7.75,4.98,5.53,44.55,8.02,7.19,7.522222,-0.261111,17.211111,0.0,,2.311111,69.687365
US_TN_47025,2020-02-18,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,-8,9,-1,,8.1,8.84,12.77,4.91,6.38,18.42,7.86,9.09,5.16,7.61,11.05,37.08,7.37,8.84,8.1,43.71,7.12,7.37,11.5,7.411111,14.0,1.0795,,8.177778,80.437069
US_TN_47025,2020-02-19,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,2,18,2,1,7.29,10.45,10.69,3.89,5.35,16.28,6.08,8.75,6.56,4.38,11.67,43.75,8.02,8.02,9.72,37.43,6.56,7.53,6.777778,3.866667,11.322222,6.519333,,1.522222,69.499037
