location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VT_50003,2022-02-10,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,22,0,8284,57,9,15059,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-3,9,,,-18,5,,4.97,3.64,5.63,10.1,13.09,6.29,2.32,4.14,5.13,4.97,4.31,2.65,8.78,4.14,4.31,,5.13,9.94,5.3,2.48,4.47,2.65,4.14,4.47,4.31,2.32,9.44,18.05,6.96,4.64,5.96,3.48,6.13,4.14,4.8,37.1,5.63,4.14,2.98,4.47,5.13,4.14,2.65,,2.32,,1.916667,-5.133333,7.344444,0.112889,50.8,-2.194444,74.743727
US_VT_50003,2022-02-11,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,12,0,8296,57,7,15066,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-2,7,,,-14,5,,5.42,6.4,7.22,7.88,9.03,4.43,,6.4,5.74,3.45,4.76,,6.89,4.1,5.09,3.12,3.94,6.07,3.45,3.45,4.59,3.45,4.1,4.27,2.95,3.61,8.7,16.9,5.25,3.45,3.61,,4.92,4.59,5.42,45.12,3.77,5.09,2.95,5.09,4.27,3.28,2.3,,3.28,,3.638889,-2.988889,9.838889,0.5334,50.8,-3.627778,59.63123
US_VT_50003,2022-02-12,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,8296,57,5,15071,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,5,12,,,-18,,2.84,5.18,5.35,8.02,9.03,8.52,4.01,2.34,5.35,6.02,3.34,2.67,,9.03,,3.68,2.34,2.51,7.86,4.18,3.51,4.68,2.34,4.01,5.52,4.51,2.51,6.69,12.87,7.69,,5.52,4.18,5.18,4.68,4.85,36.77,3.34,4.85,3.01,4.35,3.68,2.51,2.84,3.01,2.84,3.51,6.505556,-2.005556,10.294444,0.0254,50.8,-2.144444,54.151644
US_VT_50003,2022-02-13,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,8296,57,9,15080,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-2,23,,,-23,,2.95,6.25,5.38,5.9,6.6,6.08,5.9,,3.47,6.42,4.86,6.08,,6.08,3.47,3.99,3.3,3.12,6.94,4.34,2.6,3.99,3.82,5.21,5.38,3.47,3.82,6.77,18.23,5.9,3.47,6.94,3.82,5.21,5.21,5.21,41.32,5.04,6.08,3.12,7.29,3.82,2.95,2.6,,,3.82,-4.25,-7.0,3.161111,0.1778,30.48,-11.177778,58.71232
US_VT_50003,2022-02-14,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,33,2,8329,59,4,15084,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-5,13,,,-17,4,,3.92,6.69,5.71,8.65,5.71,5.55,,6.85,3.92,4.89,5.55,2.61,6.04,3.59,2.77,2.28,3.43,4.41,2.61,2.28,4.41,,4.08,2.61,3.75,,6.85,20.56,5.22,3.1,6.36,4.24,4.57,4.57,6.85,35.25,4.41,6.53,,4.89,3.43,2.77,,2.45,4.08,,-10.394444,-13.55,-3.1,0.0254,30.48,-18.122222,53.54164
US_VT_50003,2022-02-15,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,10,1,8339,60,0,15084,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-6,2,,,-16,6,3.29,5.43,5.27,5.11,8.56,8.73,6.09,2.47,6.42,3.79,4.78,5.93,3.95,9.55,2.8,4.45,2.8,6.75,11.2,4.61,3.79,6.92,2.63,3.79,4.94,4.28,3.95,7.08,18.45,6.26,,4.28,2.47,7.25,4.45,4.28,40.52,3.29,4.61,2.96,5.93,6.92,3.46,,2.63,4.78,2.8,-10.155556,-16.472222,-3.305556,0.0,,-18.266667,51.737381
US_VT_50003,2022-02-16,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,12,0,8351,60,2,15086,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,3,-3,,,-17,5,,3.27,7.36,4.58,11.45,10.47,5.56,,5.89,4.91,3.27,2.94,,5.72,3.76,3.76,2.62,4.42,9.16,6.05,5.07,4.91,3.27,3.11,4.25,3.27,2.78,7.36,22.73,6.71,3.27,5.56,2.45,6.21,2.94,4.74,41.21,3.92,5.89,,6.71,2.62,4.74,,3.11,2.94,,-4.861111,-15.8,4.555556,0.0,,-11.116667,61.957908
US_VT_50003,2022-02-17,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,11,0,8362,60,16,15102,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,1,1,,,-17,5,,4.4,7.0,3.42,10.1,9.61,4.72,,6.68,7.49,2.61,7.0,,6.51,3.75,3.42,3.26,5.86,8.79,4.24,2.61,7.49,3.42,5.05,2.93,4.72,,6.51,19.71,6.84,3.1,5.05,4.24,3.26,5.38,5.7,41.86,4.07,5.54,2.93,5.54,4.89,2.28,2.93,2.44,3.26,,8.183333,3.194444,13.072222,0.0254,,2.705556,68.720989
US_VT_50003,2022-02-18,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,19,0,8381,60,6,15108,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-4,-8,,-12,-15,6,,7.56,5.67,4.88,7.56,6.93,3.62,,4.57,6.77,,4.88,2.36,6.93,2.36,4.88,2.52,3.94,5.67,4.25,,4.41,3.94,2.52,,4.88,2.2,6.14,18.74,6.46,2.2,5.04,3.46,3.31,3.94,5.67,34.01,3.62,6.61,2.36,6.77,3.46,3.31,,2.52,2.2,2.36,4.005556,-6.211111,14.316667,10.893778,,-0.438889,73.087682
US_VT_50003,2022-02-19,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,8381,60,1,15109,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-14,-19,,,-19,,,5.75,5.75,5.28,8.54,7.92,5.59,,3.73,4.81,3.42,4.66,,4.66,4.81,3.73,2.79,4.66,5.75,4.19,,2.33,4.04,2.95,4.04,,3.57,5.9,15.84,4.35,2.64,4.66,,3.57,3.88,4.35,38.66,3.73,4.35,,7.92,3.88,2.79,2.33,2.17,3.88,4.19,-6.111111,-10.361111,-1.038889,2.370667,30.48,-11.683333,64.950118
US_VT_50003,2022-02-20,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,8381,60,0,15109,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,15,3,,,-20,,2.26,4.37,4.98,4.83,6.49,8.75,4.83,,3.02,7.09,,6.33,2.87,7.24,2.26,5.13,2.87,3.77,6.49,3.02,2.71,4.37,2.56,2.71,4.53,4.37,4.53,6.64,16.74,4.53,3.02,6.18,3.32,2.56,5.28,2.87,39.97,4.98,4.53,2.11,5.13,3.92,3.02,2.87,4.22,4.98,3.17,-7.488889,-14.777778,-0.294444,0.4572,,-15.894444,51.174649
US_VT_50003,2022-02-21,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,8381,60,0,15109,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,23,4,,,-35,7,2.77,4.93,9.08,5.39,11.55,9.85,3.69,2.31,5.54,6.93,3.54,7.54,,8.93,4.93,4.31,,4.93,6.62,7.54,4.46,6.31,3.08,4.0,3.08,4.31,3.69,5.24,21.4,5.54,3.85,6.0,5.39,4.62,4.16,4.46,37.87,4.93,8.47,2.15,7.54,3.69,4.16,,3.39,4.16,2.77,1.54321,-7.666667,11.074074,0.0,,-8.493827,47.589185
US_VT_50003,2022-02-22,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,29,0,8410,60,18,15127,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,7,-7,,,-25,6,2.57,5.29,5.93,4.97,10.27,9.46,5.29,4.81,5.93,6.58,3.21,4.01,,10.59,3.21,5.29,4.01,5.13,8.34,4.81,2.41,4.33,3.21,4.81,4.33,3.85,2.73,8.98,20.53,7.06,3.21,7.7,,6.1,3.05,5.45,42.67,3.69,7.38,,6.1,3.85,2.41,,2.89,3.21,3.37,2.427778,-5.561111,11.266667,0.931333,,-0.888889,79.012253
US_VT_50003,2022-02-23,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,17,0,8427,60,0,15127,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,16,5,,,-25,6,,4.34,7.07,3.86,10.77,8.68,6.59,,4.66,5.79,5.3,5.14,,6.27,2.57,4.02,2.25,3.38,9.16,3.21,2.41,5.95,2.89,2.89,4.98,3.38,2.25,9.64,18.97,6.27,3.86,6.75,3.86,3.86,,6.27,42.44,4.34,6.59,2.41,6.43,4.02,4.02,3.7,2.25,3.54,3.38,9.205556,-3.766667,14.688889,14.2494,,5.388889,77.146769
US_VT_50003,2022-02-24,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,21,0,8448,60,8,15135,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,20,23,,,-21,3,,5.22,6.03,2.77,8.97,7.5,5.38,3.91,7.17,4.89,3.26,4.4,,7.5,5.38,4.57,,4.4,8.48,3.59,3.26,2.61,2.28,6.2,3.26,6.36,4.24,8.15,18.26,4.4,,5.54,2.28,6.52,3.42,5.54,35.22,3.59,4.57,2.61,5.54,3.59,2.77,,,6.52,2.28,-5.683333,-9.527778,-1.805556,0.7874,,-14.677778,49.282454
US_VT_50003,2022-02-25,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,8,2,8456,62,2,15137,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-44,-40,,-47,-45,18,2.45,4.75,4.9,3.98,10.26,6.12,4.59,,4.29,6.74,2.6,5.66,,7.81,3.83,3.83,,4.44,6.58,5.66,2.45,4.29,3.52,2.91,,3.67,,5.51,16.38,5.36,4.75,6.89,3.06,5.21,4.44,4.75,38.73,2.76,5.66,2.6,7.81,3.52,5.36,2.14,3.83,,3.21,-6.061111,-9.616667,-2.016667,4.176889,149.86,-10.288889,72.227089
US_VT_50003,2022-02-26,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,8456,62,0,15137,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-5,-9,,,-17,,,5.36,4.86,4.86,10.55,6.36,6.03,,3.68,5.69,2.51,5.53,,5.19,3.68,3.85,,3.68,7.37,4.02,,4.69,2.85,2.85,3.68,4.19,2.51,6.03,14.74,6.2,,5.02,3.01,5.53,2.68,4.35,39.35,4.52,4.19,,5.36,3.68,2.68,,3.35,2.85,2.85,-8.722222,-17.994444,-0.977778,5.700889,149.86,-14.161111,64.988893
US_VT_50003,2022-02-27,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,8456,62,0,15137,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-4,,,,-24,,,4.1,5.8,6.49,12.12,9.9,3.42,2.56,3.93,5.98,4.1,2.9,,9.05,4.27,2.56,3.59,2.9,7.51,5.63,2.9,4.44,4.1,4.1,5.12,4.44,4.1,3.76,22.71,6.83,3.76,6.49,3.93,3.24,3.93,5.29,40.3,2.39,6.15,2.56,5.63,3.42,2.73,,3.93,2.73,3.07,-2.944444,-10.205556,1.683333,0.508,129.54,-10.277778,57.269062
US_VT_50003,2022-02-28,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,497,2,8953,64,9,15146,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,4,-5,,,-16,4,2.26,6.29,5.33,5.17,9.36,10.33,3.07,,7.75,6.13,3.39,5.33,2.58,10.33,2.58,4.68,,5.81,8.39,6.13,2.26,5.97,3.39,3.23,4.52,3.55,3.07,6.29,20.34,4.84,4.36,6.13,,5.97,3.55,5.17,40.19,5.65,5.17,3.23,5.65,3.39,2.42,2.26,4.2,4.2,,-7.405556,-12.883333,1.533333,0.1778,99.06,-16.661111,47.84023
US_VT_50003,2022-03-01,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,8953,64,0,15146,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,2,4,,,-15,4,,3.89,5.67,3.08,8.58,6.64,5.67,3.24,7.29,6.8,3.24,6.64,2.27,8.1,2.27,5.18,3.4,6.48,12.79,6.48,,5.34,4.53,4.86,2.27,,,7.12,21.53,4.21,3.08,8.26,2.91,6.48,2.75,6.64,41.12,2.75,4.86,2.59,4.53,4.86,5.02,,3.56,4.37,2.59,-6.422222,-14.488889,2.4,0.0,78.74,-13.038889,59.688541
US_VT_50003,2022-03-02,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,365,1,9318,65,0,15146,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,4,2,,,-17,3,2.45,4.58,4.91,3.93,10.8,9.32,5.56,3.27,6.71,7.2,4.09,5.89,3.44,9.0,4.42,4.74,,5.24,8.34,4.42,,6.71,2.45,3.6,4.91,6.71,,8.34,20.94,5.56,2.62,7.53,3.11,7.69,5.4,7.36,36.15,5.89,6.22,5.07,6.38,4.42,3.76,,2.29,4.58,2.94,0.655556,-2.022222,2.961111,0.8128,50.8,-4.888889,66.541721
US_VT_50003,2022-03-03,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,8,0,9326,65,4,15150,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,6,1,,,-17,3,,5.83,5.99,8.09,8.42,10.36,6.8,,6.96,4.05,4.05,4.69,,6.15,3.72,4.53,2.27,5.83,7.77,4.86,,4.05,3.24,3.24,3.72,6.31,,9.55,19.91,6.47,4.37,5.83,3.88,4.53,4.86,5.67,34.64,4.37,7.12,2.43,3.24,3.72,3.72,,4.69,4.05,,-2.722222,-6.655556,2.988889,0.5334,78.74,-9.294444,60.823701
US_VT_50003,2022-03-04,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,2,0,9328,65,1,15151,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-4,-6,,,-13,4,,3.22,5.96,5.64,11.76,9.19,6.61,,5.16,4.35,3.87,4.83,2.42,5.96,4.03,3.54,,4.67,9.35,5.16,,3.22,4.03,3.54,3.54,4.35,,8.22,17.56,6.28,3.38,6.28,,5.48,3.38,5.0,32.87,6.61,5.96,,5.96,5.16,3.87,,3.54,3.06,,-8.15,-16.777778,-0.161111,0.0,50.8,-16.477778,51.358835
US_VT_50003,2022-03-05,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,9328,65,15,15166,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,3,-10,,,-16,,,5.14,6.0,5.82,7.19,6.68,4.45,,5.65,4.45,5.14,3.94,3.08,10.45,2.74,7.02,2.91,3.77,7.19,3.43,,3.43,5.31,3.08,4.97,4.28,3.08,6.51,17.99,4.8,5.31,5.48,3.43,4.11,4.62,4.28,34.6,2.57,7.71,2.57,7.71,5.31,3.6,,,4.8,,-4.955556,-16.438889,3.994444,0.0,50.8,-12.227778,56.881583
US_VT_50003,2022-03-06,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,9328,65,3,15169,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,6,-2,,,-24,,3.1,5.16,8.43,6.71,9.29,7.4,5.68,,4.13,5.5,5.16,3.44,,7.57,3.96,5.33,3.27,4.47,5.33,3.44,3.61,4.3,4.47,3.44,5.5,3.61,,6.54,20.64,4.82,4.3,7.74,4.82,2.75,3.78,7.91,39.9,7.05,6.54,2.41,7.05,3.96,3.44,,4.64,3.96,2.58,7.166667,0.672222,18.111111,0.0,30.48,0.861111,64.529512
US_VT_50003,2022-03-07,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,13,0,9341,65,5,15174,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-8,-12,,,-15,4,,6.59,6.59,4.71,9.57,9.73,6.12,2.35,9.89,5.65,2.83,4.87,,8.47,3.29,4.71,,6.91,9.89,7.06,2.98,4.55,2.67,5.02,3.14,4.39,2.83,7.06,21.18,6.28,2.67,5.65,,5.81,4.55,6.12,37.51,4.55,7.06,2.35,5.49,5.65,2.2,2.83,3.45,4.87,,7.138889,1.055556,17.883333,2.286,50.8,2.955556,74.934296
US_VT_50003,2022-03-08,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,7,0,9348,65,1,15175,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-3,-4,,,-16,4,2.41,6.11,5.3,6.43,10.6,9.48,3.54,3.05,7.39,4.82,3.54,4.82,,11.41,3.69,5.46,,4.82,8.19,4.02,,3.21,,2.41,3.21,4.02,2.41,8.84,20.73,5.46,,6.43,2.25,3.69,4.34,5.78,38.4,4.5,6.11,2.25,5.95,4.98,2.89,,3.86,3.86,,2.755556,-0.944444,12.305556,12.0142,,-6.05,52.430154
US_VT_50003,2022-03-09,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,7,0,9355,65,2,15177,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-12,-12,,,-16,6,2.6,5.04,7.96,4.38,12.99,9.42,5.2,,3.41,6.98,3.09,3.57,2.27,10.56,3.25,6.98,2.92,6.01,11.04,4.38,,6.33,4.71,4.38,2.44,2.92,2.44,9.58,25.66,6.17,2.6,5.2,4.38,5.52,3.74,8.77,42.23,5.2,8.12,4.55,6.82,3.57,2.76,3.25,2.44,3.41,,-1.722222,-4.6,3.477778,0.677333,99.06,-5.844444,73.64201
US_VT_50003,2022-03-10,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,7,0,9362,65,2,15179,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,4,0,,,-14,3,,4.1,4.76,5.91,11.65,9.19,5.09,,7.88,5.42,3.77,5.09,2.95,8.53,3.12,4.76,2.95,8.2,9.02,3.77,2.3,4.92,4.76,4.43,3.77,3.61,3.12,9.35,24.45,5.91,2.62,7.38,2.46,5.09,5.25,5.25,35.77,3.77,9.35,3.12,5.74,5.58,4.27,,2.62,2.95,,0.411111,-6.027778,6.877778,4.1148,78.74,-2.972222,78.188288
US_VT_50003,2022-03-11,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,3,0,9365,65,0,15179,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,1,1,,,-20,4,2.85,3.86,6.21,4.7,14.11,11.59,4.03,3.02,6.89,5.37,3.19,3.36,4.03,6.38,5.37,4.37,2.85,4.7,6.38,4.54,,6.05,4.03,4.54,6.05,3.86,3.36,6.21,20.82,8.06,3.53,5.71,2.85,4.54,4.54,4.2,39.3,,7.39,3.19,4.7,2.85,2.85,3.53,2.52,,2.35,1.361111,-6.272222,9.683333,0.0,99.06,-3.161111,71.990657
US_VT_50003,2022-03-12,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,9365,65,0,15179,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-49,-44,,,-24,,,5.08,5.08,3.12,11.48,17.21,2.95,,4.92,4.1,3.94,3.12,,7.05,3.28,4.59,,7.71,8.53,3.61,3.28,5.08,4.43,3.77,3.61,7.21,3.44,6.07,20.16,5.9,2.79,4.43,3.44,5.74,4.59,6.07,35.9,3.12,4.43,,8.2,4.1,3.94,,3.61,3.77,,0.922222,-6.716667,9.583333,0.903111,99.06,-2.727778,76.74729
US_VT_50003,2022-03-13,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,9365,65,5,15184,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-4,-7,,,-24,,,5.94,9.54,5.04,7.38,11.52,4.86,,4.68,6.3,5.76,2.7,2.52,8.1,3.42,2.7,2.88,5.4,8.46,5.58,3.6,7.02,3.78,2.52,5.76,3.42,2.7,7.38,19.8,6.66,3.78,7.38,,6.84,3.96,5.22,40.32,3.06,4.86,,5.94,5.58,4.86,3.24,2.88,2.88,,-5.238889,-8.583333,4.1,4.6482,99.06,-13.372222,52.980365
US_VT_50003,2022-03-14,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,5,0,9370,65,3,15187,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-1,-4,,,-17,5,,4.91,6.17,5.22,8.07,13.14,3.8,,7.12,5.86,4.12,5.07,,6.49,4.12,3.64,3.17,6.02,8.55,3.64,2.69,5.07,3.96,3.17,3.33,3.64,,5.86,19.95,7.6,4.28,6.81,2.38,4.28,5.22,6.17,37.05,3.01,6.17,3.64,4.91,3.64,4.75,2.38,,3.96,,1.205556,-8.011111,8.6,0.0,30.48,-7.672222,51.793986
US_VT_50003,2022-03-15,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,6,0,9376,65,0,15187,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-1,-4,,,-17,5,,5.65,8.07,5.33,10.5,13.08,5.81,2.26,4.52,8.07,,4.04,2.58,7.91,3.39,3.07,2.75,3.39,12.11,3.55,,6.14,7.27,4.68,5.33,4.52,2.91,6.46,27.13,7.59,2.91,7.43,5.01,5.01,3.71,5.33,41.34,4.68,10.17,3.88,5.97,5.17,4.36,,3.07,4.36,,5.344444,-4.144444,11.638889,0.0,50.8,-0.983333,64.172826
