location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27083,2021-07-23,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3650,54,1,11105,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,14,,-31,3,,7.47,10.39,,,,6.82,5.52,,8.44,,,,5.2,20.78,,9.42,,5.52,34.42,,6.5,7.14,5.85,26.805556,22.244444,32.183333,0.145143,19.966667,66.321316
US_MN_27083,2021-07-24,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3650,54,3,11108,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-1,,-10,,,7.45,9.41,,,,,,,,,8.24,,,23.14,,10.98,,,37.26,,9.02,,,26.322222,19.433333,31.733333,2.431143,18.922222,63.970648
US_MN_27083,2021-07-25,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3650,54,1,11109,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-9,,6.13,,10.82,6.49,,,12.63,5.41,6.49,9.74,,,9.74,5.41,22.37,9.38,9.74,,,36.08,,7.94,6.13,,24.272222,15.038889,32.555556,0.1524,14.611111,55.039712
US_MN_27083,2021-07-26,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,2,0,3652,54,0,11109,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-28,4,8.17,7.86,10.59,7.26,,7.56,8.77,,7.26,9.98,,,5.75,9.68,25.71,6.05,9.68,4.54,,38.11,,6.35,8.17,,25.088889,19.611111,31.733333,1.4732,18.561111,67.291916
US_MN_27083,2021-07-27,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,3,0,3655,54,0,11109,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,9,,-27,5,4.8,5.7,13.21,,5.1,4.8,10.2,6.0,5.1,8.7,,,4.2,4.2,23.41,7.2,9.0,,,32.11,6.3,7.8,6.9,5.1,27.561111,22.461111,33.283333,0.0762,21.227778,68.532482
US_MN_27083,2021-07-28,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,3,0,3658,54,1,11110,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,10,,-28,5,7.99,4.61,7.07,6.46,6.46,6.46,8.61,4.92,,9.53,4.92,,4.92,8.91,23.36,6.46,7.99,,,39.04,4.3,8.91,,,28.961111,24.088889,36.7,0.762,23.25,71.433028
US_MN_27083,2021-07-29,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,3,0,3661,54,6,11116,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,13,,-27,3,5.25,6.18,13.28,10.19,5.25,6.49,5.87,,,9.27,,4.32,,6.8,23.48,5.87,8.96,4.32,4.63,34.91,,,,,24.677778,18.25,33.911111,0.0,17.611111,64.894064
US_MN_27083,2021-07-30,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,3,0,3664,54,12,11128,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,12,,-27,2,5.2,,8.44,,5.2,6.49,4.55,,,8.77,6.49,,,,19.81,5.84,7.14,5.2,,39.29,,8.77,9.74,,20.161111,18.038889,23.827778,1.185333,16.144444,77.833039
US_MN_27083,2021-07-31,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3664,54,8,11136,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-1,,-10,,12.01,,7.36,6.2,,,6.97,6.2,,6.97,,,,,18.2,6.58,10.46,,,22.85,6.97,10.07,,,22.994444,15.516667,28.65,0.0762,14.644444,59.946704
US_MN_27083,2021-08-01,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3664,54,33,11169,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,13,,-11,,5.37,,7.87,9.3,5.01,,7.16,,,6.08,,,,,20.4,,7.16,,,30.42,,7.87,7.16,,19.494444,11.894444,26.144444,0.0,10.672222,56.875889
US_MN_27083,2021-08-02,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,3,0,3667,54,4,11173,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-28,3,5.07,5.38,13.94,8.87,,4.43,8.55,4.75,6.65,8.24,4.75,5.38,,5.07,29.46,5.7,8.24,,5.07,37.06,4.43,9.19,7.29,8.24,19.583333,11.555556,27.4,0.0,11.466667,59.599373
US_MN_27083,2021-08-03,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,6,0,3673,54,8,11181,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,24,,-29,3,6.49,4.94,11.74,5.25,6.49,5.56,5.25,4.33,5.56,,6.8,,,8.03,22.56,5.87,10.51,,7.11,43.88,,10.51,8.96,4.63,21.277778,14.155556,28.938889,0.0,13.605556,61.766797
US_MN_27083,2021-08-04,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,4,0,3677,54,9,11190,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,15,,-26,2,5.32,6.26,8.13,6.26,,,11.26,4.69,,4.38,,,4.69,5.01,15.96,5.01,7.82,,4.38,34.41,,,5.32,,21.416667,14.983333,27.316667,0.0762,14.355556,64.351575
US_MN_27083,2021-08-05,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,4,0,3681,54,9,11199,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,9,,-26,4,4.98,6.85,9.65,8.72,4.98,,10.28,4.98,,5.92,,,5.29,,22.42,4.98,9.96,,5.29,37.99,,4.36,,4.36,23.022222,18.461111,30.833333,0.592667,17.211111,69.923225
US_MN_27083,2021-08-06,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,4,0,3685,54,9,11208,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,12,,-27,1,5.38,6.05,11.09,7.39,8.4,6.38,7.39,5.38,,7.39,6.72,,,,19.49,5.71,9.75,,4.71,36.97,5.04,8.06,6.05,,21.9,16.15,29.244444,2.201333,16.844444,73.131212
US_MN_27083,2021-08-07,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3685,54,19,11227,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,1,,-8,,,10.98,10.98,,,,6.81,6.81,,6.43,,6.06,,5.3,22.33,6.06,9.46,5.3,,29.9,7.95,9.46,6.81,7.19,23.8,19.655556,28.272222,13.927667,19.755556,78.160391
US_MN_27083,2021-08-08,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3685,54,19,11246,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,17,,-10,,7.07,7.42,12.72,,,,9.89,,,6.36,,,,,21.19,6.0,12.01,,6.71,32.5,,8.48,8.48,7.07,22.861111,20.505556,26.322222,0.544286,19.988889,83.939157
US_MN_27083,2021-08-09,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,6,0,3691,54,5,11251,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-28,4,11.0,,11.61,7.64,5.2,8.56,8.56,6.42,5.2,5.5,4.28,,,7.33,24.75,5.5,11.31,,6.42,42.78,,6.72,7.33,4.58,22.983333,16.683333,30.122222,1.9812,19.111111,78.945671
US_MN_27083,2021-08-10,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,5,0,3696,54,0,11251,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,13,,-29,5,,6.34,16.91,7.25,,7.25,6.95,,,6.34,7.55,,6.04,,21.74,4.83,10.57,4.23,,34.12,5.74,9.96,6.04,4.83,24.961111,19.938889,30.266667,0.0254,17.25,62.426126
US_MN_27083,2021-08-11,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,13,0,3709,54,18,11269,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,10,,-30,2,,6.53,10.57,7.15,5.91,4.35,10.88,6.84,,4.66,7.15,,,,35.43,6.53,9.01,6.21,5.59,36.98,,7.15,6.21,5.91,23.494444,19.711111,28.6,0.0,14.355556,56.766292
US_MN_27083,2021-08-12,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,0,3716,54,0,11269,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,18,,-31,3,,6.7,11.81,4.47,,,10.21,,,7.34,6.38,,,7.34,29.68,4.47,10.53,,5.75,37.98,5.11,8.3,7.98,4.79,22.7,19.088889,26.733333,0.0,11.488889,49.380448
US_MN_27083,2021-08-13,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,4,0,3720,54,37,11306,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,10,,-31,0,6.26,6.26,14.26,6.95,,,8.34,5.91,5.91,9.04,,,,4.87,26.08,,8.0,,,33.73,,10.08,8.0,,19.016667,11.055556,25.783333,0.0,8.855556,51.919808
US_MN_27083,2021-08-14,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3720,54,24,11330,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-2,,-16,,8.95,,15.56,,,,12.45,,,5.83,,,5.83,8.56,17.51,,8.95,,,30.73,,5.83,5.83,,20.938889,11.9,30.833333,0.0,9.65,48.726999
US_MN_27083,2021-08-15,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3720,54,0,11330,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,19,,-15,,,9.38,10.83,,5.41,5.41,13.35,9.02,,6.13,,,,,23.82,,11.91,,,28.87,5.05,8.3,7.22,,23.15,15.783333,30.055556,0.0,12.561111,51.724939
US_MN_27083,2021-08-16,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,4,0,3724,54,30,11360,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-29,4,5.17,7.91,9.73,7.0,,4.56,9.43,5.17,,7.61,4.26,,,4.87,26.16,4.56,8.52,,,37.72,4.56,7.91,4.26,4.87,23.411111,16.888889,30.611111,0.0,16.022222,63.442352
US_MN_27083,2021-08-17,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,15,0,3739,54,-5,11355,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,11,,-30,4,4.6,10.43,13.19,,5.21,,10.74,7.98,4.29,6.13,6.44,5.21,4.6,,29.14,6.44,7.67,,4.6,39.57,4.91,5.83,7.98,5.83,25.683333,20.027778,33.055556,0.0,18.027778,62.873855
US_MN_27083,2021-08-18,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,0,3746,54,21,11376,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,12,,-29,3,4.6,8.27,9.5,5.82,4.6,,7.97,7.36,,7.36,,4.29,,4.9,24.52,5.52,11.03,,5.82,32.48,4.29,8.58,4.9,5.21,25.561111,19.977778,31.927778,0.0,18.877778,66.802658
US_MN_27083,2021-08-19,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,0,3753,54,14,11390,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,25,,-27,4,6.79,5.87,12.35,7.41,5.56,,7.41,,4.63,12.97,6.49,,,4.63,26.56,5.56,10.81,4.94,5.25,40.45,,7.41,6.49,,25.716667,19.922222,32.327778,0.0508,19.205556,67.566051
US_MN_27083,2021-08-20,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,4,0,3757,54,31,11421,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,16,,-29,3,,5.63,7.51,5.63,5.01,5.95,5.32,5.01,,7.2,5.01,,,7.83,16.59,5.63,8.77,,4.7,41.32,,5.32,5.01,4.38,25.333333,21.838889,30.122222,9.863667,20.366667,74.259257
US_MN_27083,2021-08-21,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3757,54,16,11437,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,15,,-7,,,,10.91,6.4,,,10.91,6.02,,6.77,,,,,23.33,6.77,5.64,,,33.87,,,,,19.511111,15.194444,24.466667,0.889,13.505556,68.359202
US_MN_27083,2021-08-22,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3757,54,46,11483,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,13,,-14,,7.75,9.44,9.44,8.43,6.74,,11.8,7.08,,9.44,,5.06,,6.41,20.23,7.08,6.07,,,34.05,6.07,8.09,5.73,,16.638889,11.016667,24.7,0.0,10.794444,68.575189
US_MN_27083,2021-08-23,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,6,0,3763,54,15,11498,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-28,4,,7.93,12.05,5.29,,,11.75,4.7,5.58,5.88,,4.11,4.41,4.11,22.92,8.81,9.7,5.88,,33.5,4.7,6.76,5.29,,22.477778,15.111111,31.072222,4.120444,15.85,66.301646
US_MN_27083,2021-08-24,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,12,0,3775,54,8,11506,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,10,,-29,4,,6.32,14.35,10.05,7.18,6.03,8.04,4.88,,4.88,6.03,,5.45,6.6,21.53,5.17,10.62,,,34.16,4.59,8.32,4.88,,23.655556,18.005556,29.861111,16.340667,19.572222,78.041192
US_MN_27083,2021-08-25,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,0,3782,54,19,11525,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,8,,-29,3,,8.99,10.96,5.9,,,5.62,,,7.02,4.78,,4.78,6.46,20.79,5.9,8.15,4.49,,29.49,,4.78,3.93,4.78,21.783333,16.927778,27.916667,8.7122,16.983333,74.277851
US_MN_27083,2021-08-26,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,0,3789,54,43,11568,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,11,,-28,7,5.96,5.15,13.0,7.58,,,8.4,,5.15,5.69,,,,5.42,21.94,4.6,10.56,,4.88,32.23,,6.5,5.96,4.33,17.8,14.038889,23.144444,3.344333,14.55,81.421076
US_MN_27083,2021-08-27,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,5,0,3794,54,25,11593,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,11,,-28,4,,4.41,9.1,5.87,4.41,5.58,8.52,5.87,4.99,9.99,,,,7.34,20.27,4.11,7.64,4.41,5.58,31.13,4.41,7.05,8.22,,21.255556,18.227778,27.377778,27.008667,18.638889,85.091012
US_MN_27083,2021-08-28,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3794,54,0,11593,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-7,,-15,,,8.62,14.13,6.2,,6.2,6.2,,6.55,5.17,,,5.51,,17.23,,5.86,,7.93,35.84,,7.93,6.2,,22.805556,19.305556,26.994444,6.985,20.538889,87.086585
US_MN_27083,2021-08-29,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3794,54,68,11661,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,17,,-8,,,8.04,9.33,8.04,,4.82,10.61,,,11.26,,,,6.11,19.62,5.47,5.47,,7.08,29.91,,4.5,,6.11,20.861111,15.694444,26.188889,18.796,15.672222,72.401134
US_MN_27083,2021-08-30,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,2,0,3796,54,4,11665,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-28,3,,,10.85,8.9,,5.56,8.62,3.9,5.01,7.51,,,,6.4,21.42,,6.68,5.01,5.56,33.1,4.17,7.51,6.68,6.12,21.088889,14.772222,27.888889,0.0,12.622222,58.806712
US_MN_27083,2021-08-31,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,6,0,3802,54,37,11702,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,9,,-30,4,6.64,3.87,14.11,9.4,5.25,6.64,11.89,4.15,4.98,7.47,4.7,,6.64,6.36,24.06,4.15,7.19,6.64,5.25,32.08,,6.64,4.98,5.53,20.483333,14.761111,27.05,0.4064,13.944444,66.21014
US_MN_27083,2021-09-01,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,3803,54,9,11711,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,11,,-29,3,,5.59,7.83,5.87,5.59,6.99,12.3,3.91,4.47,,,,3.91,7.27,19.84,6.15,6.71,3.91,7.83,31.86,,8.11,6.71,3.91,19.372222,12.938889,25.488889,0.0,14.061111,71.42268
US_MN_27083,2021-09-02,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,6,0,3809,54,11,11722,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,12,,-27,6,3.72,5.57,8.76,4.51,,5.31,5.84,,,7.7,,,3.72,4.25,25.48,7.43,4.78,,3.98,28.13,,4.51,3.98,,17.527778,15.511111,22.905556,22.751143,14.605556,83.069056
US_MN_27083,2021-09-03,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,5,0,3814,54,37,11759,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,17,,-32,3,5.83,5.54,10.79,7.58,8.46,,7.0,,5.25,7.29,,,5.54,7.29,20.12,,5.54,4.67,,27.12,4.67,5.83,4.08,,17.155556,15.572222,19.672222,18.372667,15.65,90.921649
US_MN_27083,2021-09-04,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3814,54,33,11792,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,16,,-24,,7.24,7.62,13.71,8.38,,5.33,8.38,,5.33,6.47,,5.33,,6.09,18.28,,9.14,,6.09,33.89,7.24,10.28,5.71,,18.477778,13.438889,24.966667,0.310444,13.466667,72.679122
US_MN_27083,2021-09-05,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3814,54,0,11792,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-22,,,8.46,15.46,9.57,6.26,9.57,11.41,,,,,,6.26,6.26,20.61,5.15,8.1,,,32.38,,8.46,5.89,,18.916667,12.216667,26.166667,0.0254,11.361111,61.695154
US_MN_27083,2021-09-06,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3814,54,0,11792,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-76,13,,8.81,13.05,8.48,6.53,,12.73,4.57,,,6.2,4.89,,,22.52,,9.46,,4.89,34.59,,7.51,,,19.083333,10.872222,29.838889,0.0,11.827778,62.890991
US_MN_27083,2021-09-07,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,3,0,3817,54,49,11841,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,8,,-28,2,,6.38,8.04,7.49,5.27,6.38,10.26,4.99,,8.6,,4.16,,5.82,30.78,4.71,6.93,,6.1,31.34,,6.66,6.66,,21.988889,15.366667,27.116667,0.0,13.577778,59.009537
US_MN_27083,2021-09-08,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,18,0,3835,54,4,11845,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,5,,-28,2,4.02,5.45,9.76,6.89,,4.02,9.47,9.18,4.88,8.32,8.03,,,7.17,31.85,4.59,7.17,,6.31,30.99,,7.17,4.88,,17.372222,11.25,23.922222,0.0,7.972222,54.432247
US_MN_27083,2021-09-09,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,6,0,3841,54,27,11872,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,7,,-24,2,3.91,6.14,8.37,6.14,,,10.04,5.58,,6.14,5.86,,3.91,4.18,23.43,6.97,8.37,,,31.25,3.91,7.25,,,16.361111,8.377778,24.772222,0.0,8.755556,60.957326
US_MN_27083,2021-09-10,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,0,3848,54,19,11891,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,12,,-23,-1,4.05,5.49,12.43,12.14,,,8.96,5.78,6.65,5.78,4.05,5.78,4.33,,22.54,4.91,7.51,,4.05,29.48,,4.62,4.05,,19.094444,12.111111,28.838889,0.0,12.272222,64.722133
