location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29009,2022-03-28,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,3,0,6624,127,0,15816,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,13,-4,-2,3,4.92,4.42,12.54,4.67,3.69,5.16,5.9,3.44,,8.11,3.69,6.64,3.69,5.16,7.13,9.59,21.88,5.9,5.16,,6.88,6.15,38.11,6.39,8.36,7.87,4.42,5.65,11.183333,4.455556,19.738889,0.0,,-2.111111,39.552171
US_MO_29009,2022-03-29,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,-1,0,6623,127,7,15823,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,15,0,-2,3,7.9,7.39,13.25,7.39,4.59,5.1,8.92,5.1,3.57,12.49,6.88,5.86,,3.82,6.12,8.15,22.17,6.37,5.35,5.1,5.86,,35.17,6.12,5.61,7.9,7.64,5.86,14.988889,8.544444,24.277778,0.0,,6.072222,55.454956
US_MO_29009,2022-03-30,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,6624,127,2,15825,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,18,-4,-1,4,6.01,6.01,11.54,6.97,6.97,6.01,6.97,6.25,4.57,12.98,6.49,5.77,3.37,3.61,5.29,11.3,28.37,4.57,4.81,3.85,7.45,4.33,40.87,4.81,7.45,8.41,7.21,4.33,14.261111,3.694444,21.783333,9.694333,,11.4,83.042565
US_MO_29009,2022-03-31,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,6625,127,0,15825,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,13,-3,-1,3,7.29,5.28,15.34,9.8,7.29,4.27,10.31,5.78,6.03,19.11,5.03,7.79,4.02,3.52,3.52,11.06,21.62,9.05,6.79,8.04,5.28,4.27,35.7,7.54,7.29,6.03,9.3,4.78,2.916667,1.005556,4.488889,17.145,,0.366667,83.470743
US_MO_29009,2022-04-01,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,5,15830,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,35,15,2,-1,5.51,7.61,8.92,6.56,7.61,7.87,5.25,4.2,3.94,10.76,4.2,6.56,5.25,7.35,5.51,8.4,23.88,,5.25,4.99,6.56,6.56,41.2,3.67,6.04,6.56,6.56,6.56,5.411111,-2.466667,16.872222,0.1016,,-1.894444,59.604997
US_MO_29009,2022-04-02,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,1,15831,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,21,9,-2,,,4.12,11.19,7.95,5.0,4.71,6.48,,,13.84,6.48,4.42,,6.18,,5.59,19.43,5.89,5.3,,,5.0,40.62,,6.77,6.48,5.0,,12.444444,7.244444,18.838889,2.497667,,4.6,58.885633
US_MO_29009,2022-04-03,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,0,15831,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,37,,-14,,7.89,6.72,11.4,8.77,6.14,6.14,7.89,,,12.57,6.14,,4.68,,,7.31,23.96,,5.26,4.38,,4.68,33.9,,6.72,6.72,7.89,,13.444444,5.261111,22.4,0.705556,,2.422222,47.354672
US_MO_29009,2022-04-04,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,0,15831,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,11,-3,-3,4,7.09,6.35,10.75,8.55,5.13,6.11,10.99,6.35,5.13,9.53,8.55,7.57,7.57,4.89,,3.67,19.79,7.57,5.86,4.15,5.86,9.28,41.54,5.38,4.64,3.91,5.86,6.35,13.988889,10.033333,19.411111,3.344333,,9.327778,73.723859
US_MO_29009,2022-04-05,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,11,15842,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,17,-1,-1,1,6.83,8.2,10.65,8.74,5.46,4.37,7.1,5.46,4.92,13.39,7.65,5.19,,,,11.47,23.77,6.56,10.38,,4.37,5.46,40.98,,12.29,5.74,8.47,,15.694444,10.3,24.305556,2.57175,,11.75,77.47429
US_MO_29009,2022-04-06,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,5,15847,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,33,,2,0,6.0,8.46,12.0,7.64,6.0,6.55,6.0,,,12.82,5.73,9.27,,8.46,4.91,8.46,23.46,4.36,7.09,7.37,4.36,6.0,42.83,,9.27,5.18,5.73,5.46,13.966667,8.083333,22.05,2.9845,,3.577778,49.609473
US_MO_29009,2022-04-07,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,6,15853,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,17,3,0,1,4.4,4.95,14.03,8.53,5.23,4.4,7.43,8.53,6.6,14.03,4.13,4.4,,3.85,5.78,9.08,25.86,8.8,7.98,5.5,,8.25,36.58,3.85,6.33,9.63,5.5,8.25,9.227778,4.294444,15.405556,0.03175,,-2.527778,43.75772
US_MO_29009,2022-04-08,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,6,15859,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,24,7,0,2,4.21,5.0,12.37,6.32,6.58,4.21,5.53,4.47,,7.37,,5.26,4.74,,,9.47,22.37,,6.05,3.95,,4.21,35.27,,6.84,5.53,,4.47,5.1,2.4,9.755556,0.036286,,-2.111111,59.844701
US_MO_29009,2022-04-09,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,2,15861,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,20,16,1,,5.93,7.58,12.53,5.93,9.89,6.59,7.25,,,11.54,6.92,5.93,,7.91,4.62,7.58,19.12,,7.25,,4.62,,40.23,,,5.61,,,8.311111,-0.7,19.783333,0.0,,-4.533333,40.174657
US_MO_29009,2022-04-10,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,1,15862,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,32,,-20,,4.86,,13.61,16.85,4.86,,5.18,6.8,5.18,12.96,9.72,,,5.83,5.18,7.13,21.38,4.54,7.13,,,4.86,44.38,5.51,6.48,8.75,4.54,5.18,18.061111,10.772222,25.977778,0.0,,4.455556,40.776794
US_MO_29009,2022-04-11,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,0,15862,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,6,-6,-5,7,8.13,5.33,12.7,8.13,5.59,3.56,6.1,6.86,7.62,11.18,6.35,6.86,,,,7.37,21.34,4.83,3.81,5.08,,5.08,37.85,3.81,6.61,5.84,7.11,5.33,15.677778,11.938889,23.105556,20.701,,12.755556,82.921391
US_MO_29009,2022-04-12,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,6,15868,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,19,9,-2,2,5.53,5.53,12.64,6.06,6.85,5.79,8.95,6.85,5.0,11.32,3.69,5.0,,,6.32,8.69,21.85,3.69,10.53,3.95,4.74,5.0,42.65,6.85,10.53,5.0,4.74,,18.338889,12.716667,25.122222,10.639778,,15.766667,85.043307
US_MO_29009,2022-04-13,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,2,15870,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,22,7,-1,3,3.75,5.25,10.74,9.49,6.74,4.75,7.49,5.5,4.75,10.99,4.75,4.75,4.75,,4.5,6.74,20.98,4.5,8.49,6.24,,7.49,35.22,5.5,8.49,4.25,4.5,4.25,15.8,6.166667,22.427778,0.635,,12.566667,81.246703
US_MO_29009,2022-04-14,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,5,15875,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,30,11,1,-1,6.01,8.74,15.83,7.64,3.82,5.46,9.28,,4.91,10.92,4.37,5.19,6.83,,,6.55,21.02,7.37,6.28,,4.37,4.37,40.95,4.64,7.1,6.55,7.92,4.09,8.444444,0.077778,17.983333,24.7904,,-1.5,49.88045
US_MO_29009,2022-04-15,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,6,15881,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,33,14,-21,3,,4.03,13.8,9.2,5.17,9.49,8.34,9.49,,10.64,6.33,4.03,,,5.75,6.33,24.73,,8.05,,4.6,6.61,44.56,,9.49,6.04,6.33,5.75,14.3,7.611111,22.244444,0.0,,3.733333,49.149745
US_MO_29009,2022-04-16,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,5,15886,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,17,18,-14,,6.25,5.94,13.75,4.38,6.25,7.19,6.56,,,5.94,6.88,5.94,,4.69,,8.44,25.32,5.63,5.31,4.38,,5.0,42.51,,6.56,7.81,4.38,6.88,11.938889,6.538889,18.633333,2.54,,6.866667,71.772368
US_MO_29009,2022-04-17,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,0,15886,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,0,,-24,,6.0,7.27,9.79,9.16,5.05,,10.74,,5.05,9.79,,5.37,,,4.42,9.16,20.22,6.95,6.95,,6.63,6.32,42.66,4.42,5.37,5.37,8.53,6.95,9.555556,6.555556,13.361111,4.245429,,3.938889,68.395617
US_MO_29009,2022-04-18,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,0,15886,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,14,-5,-13,4,6.01,6.29,17.16,9.73,5.15,4.29,8.01,,5.43,10.58,,5.43,,,5.72,8.87,19.45,4.86,10.58,5.43,4.86,6.01,41.19,4.0,8.58,10.87,6.29,6.01,8.2,3.833333,14.761111,0.127,,2.388889,66.940818
US_MO_29009,2022-04-19,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,5,15891,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,13,4,-3,2,5.97,5.7,12.76,9.23,4.89,10.31,8.14,6.24,7.06,9.77,6.24,7.06,,5.7,5.16,7.33,27.42,7.33,9.77,4.62,7.33,4.07,46.96,5.97,9.23,6.51,4.89,4.62,9.872222,1.938889,18.588889,0.0,,-3.411111,39.280549
US_MO_29009,2022-04-20,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,3,15894,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,23,11,3,2,3.67,5.5,13.36,8.12,7.08,,9.43,6.81,4.98,11.53,4.72,4.98,,6.81,,8.91,20.7,5.24,4.19,4.45,4.19,6.55,38.52,4.72,4.72,,7.34,,12.605556,10.011111,16.566667,0.870857,,6.988889,69.030621
US_MO_29009,2022-04-21,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,4,15898,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,25,9,1,1,4.57,6.18,12.36,8.06,5.11,4.84,7.53,5.11,6.18,9.95,4.3,4.03,5.11,,5.91,8.6,19.08,5.64,8.87,5.11,6.18,7.53,34.94,5.38,8.33,7.26,6.72,6.72,18.277778,13.8,24.811111,2.648857,,16.433333,89.104048
US_MO_29009,2022-04-22,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,1,15899,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,34,20,2,-3,4.25,8.51,14.18,8.51,8.51,,7.66,4.82,,10.49,4.82,5.1,,,3.97,7.37,26.09,5.1,5.96,,4.82,6.52,37.15,5.96,9.64,7.37,6.24,5.96,22.283333,18.044444,27.616667,0.635,,16.322222,69.050291
US_MO_29009,2022-04-23,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,1,15900,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,23,19,-2,,6.7,,16.26,,6.06,,6.06,6.38,,7.33,7.01,6.06,5.74,6.7,6.38,8.29,28.38,6.7,8.93,,5.42,7.01,25.82,,8.61,5.74,4.78,4.46,22.277778,18.833333,26.294444,0.0,,13.355556,57.091638
US_MO_29009,2022-04-24,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,0,15900,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,19,,-16,,5.11,6.62,15.94,9.32,7.22,6.01,6.92,5.41,5.71,9.92,5.71,8.12,4.81,,6.31,9.62,24.05,5.11,12.63,10.22,4.21,4.81,46.61,,11.43,8.12,,,18.505556,13.072222,23.733333,6.223,,14.516667,77.885428
US_MO_29009,2022-04-25,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,0,15900,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,19,-3,-2,3,6.41,6.68,14.96,8.28,6.95,6.15,6.41,5.34,4.01,9.35,7.48,3.74,,3.74,4.28,9.09,22.18,7.48,6.95,,5.34,8.02,39.55,3.74,12.03,9.35,6.41,6.15,12.116667,8.016667,16.827778,31.157333,,7.588889,73.890632
US_MO_29009,2022-04-26,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,0,15900,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,18,6,1,1,7.47,6.09,14.94,7.19,5.53,9.41,11.9,4.7,4.43,7.19,,7.19,4.15,6.36,4.7,8.3,26.84,7.75,7.19,4.7,,6.92,49.8,5.81,10.51,8.85,6.64,,11.566667,4.9,18.694444,1.905,,0.955556,48.193832
US_MO_29009,2022-04-27,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,10,15910,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,32,11,0,-1,,3.83,15.06,10.95,6.3,4.38,7.94,4.93,,8.21,6.02,4.38,,5.2,6.3,9.58,24.64,5.48,7.94,,4.93,7.94,34.22,,5.48,6.57,4.65,6.02,14.811111,6.805556,23.027778,0.0,,1.283333,39.960639
US_MO_29009,2022-04-28,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,1,15911,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,24,4,0,0,,5.97,14.01,8.56,5.97,5.45,7.26,4.93,8.82,9.34,4.67,6.74,4.15,5.19,3.63,6.22,24.38,5.45,8.04,,,5.71,42.8,5.97,12.19,4.15,4.93,5.71,15.838889,11.966667,20.483333,0.0,,6.888889,55.54156
US_MO_29009,2022-04-29,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,7,15918,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,41,26,-1,-2,,4.55,19.01,8.03,4.82,6.7,8.03,5.89,5.89,11.78,5.89,,4.02,3.75,,7.23,18.48,5.09,8.84,6.7,,4.82,32.67,6.16,10.44,5.09,6.7,4.02,19.811111,14.744444,26.177778,3.81,,12.022222,60.936106
US_MO_29009,2022-04-30,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,1,15919,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,28,21,-4,,,6.27,16.93,7.21,4.7,4.39,9.72,4.7,4.7,8.78,,4.7,,,,8.15,20.7,,15.05,5.96,,,33.56,,12.23,4.7,4.39,,20.688889,16.188889,24.427778,8.418286,,13.05,61.822027
US_MO_29009,2022-05-01,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,0,15919,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,39,,-16,,5.1,,17.85,7.33,,,9.88,4.46,12.11,11.79,,5.74,,,,8.93,22.95,8.29,9.56,,,,36.34,5.42,13.71,6.06,6.38,,15.905556,8.711111,22.977778,0.3556,,6.7,54.412843
US_MO_29009,2022-05-02,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,0,15919,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,6,-5,-4,7,4.73,5.48,12.94,7.22,7.22,6.22,6.22,,,13.69,5.97,4.73,,3.48,3.48,5.72,19.91,5.97,8.46,4.73,3.73,6.47,37.33,4.23,6.72,4.73,6.22,6.97,14.577778,11.055556,20.444444,5.588,,10.255556,75.564127
US_MO_29009,2022-05-03,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,5,15924,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,19,4,-2,3,5.02,,15.57,4.75,8.18,3.96,6.86,,5.54,9.5,3.96,9.77,,,3.96,9.24,24.29,9.24,9.77,3.96,4.49,4.49,34.05,4.75,9.77,4.22,7.39,4.75,13.188889,8.561111,18.494444,25.908,,11.694444,90.728277
US_MO_29009,2022-05-04,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6625,127,2,15926,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,21,4,-1,3,9.62,5.82,9.37,8.61,5.82,8.1,7.85,,4.56,9.87,6.08,5.57,,3.54,,8.61,21.27,,9.87,4.81,,5.06,42.54,6.84,9.37,6.33,,,10.772222,8.305556,14.477778,6.942667,,9.5,91.957506
US_MO_29009,2022-05-05,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,9,4,6634,131,0,15926,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,20,3,-2,4,5.79,7.37,14.99,10.26,6.31,9.73,4.73,4.73,6.05,9.73,3.68,4.47,3.94,4.21,5.52,13.15,19.2,3.94,9.47,5.79,5.52,4.73,38.93,5.0,6.84,6.58,,,14.644444,12.038889,19.627778,106.891667,,14.022222,96.0889
US_MO_29009,2022-05-06,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,7,0,6641,131,6,15932,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,34,13,0,0,4.55,4.01,15.52,8.56,4.55,7.76,6.15,3.75,7.22,12.84,5.35,5.08,3.75,4.82,5.35,12.84,18.46,,8.56,5.08,4.55,4.01,34.78,5.08,10.43,6.69,6.69,,14.688889,12.194444,18.272222,25.581429,,13.5,92.668649
US_MO_29009,2022-05-07,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6641,131,7,15939,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,32,,-8,,4.89,5.22,17.61,4.89,,,7.83,5.54,4.89,8.8,,5.87,,,6.2,9.78,15.33,5.87,9.46,,,4.89,37.18,,11.41,5.54,,4.89,16.344444,9.527778,24.361111,0.889,,11.822222,74.637708
US_MO_29009,2022-05-08,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6641,131,0,15939,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,44,,-13,,6.53,,16.98,7.18,,,7.51,,,9.47,,,,,,4.9,18.61,5.55,9.47,,,5.22,37.55,,10.45,7.18,6.86,,20.011111,14.433333,26.244444,0.0,,13.322222,65.478202
US_MO_29009,2022-05-09,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6641,131,0,15939,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,18,2,-3,3,4.79,6.92,21.02,3.73,6.12,7.98,9.31,,,8.52,9.05,9.85,7.18,,,7.98,22.09,4.79,10.91,4.79,3.73,5.85,44.44,5.06,12.51,6.12,5.59,5.06,24.338889,19.061111,29.95,0.0,,19.838889,76.097272
US_MO_29009,2022-05-10,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6641,131,6,15945,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,21,4,-1,1,5.46,5.98,22.87,7.02,8.58,5.2,6.76,,5.72,12.99,6.24,7.02,4.42,3.9,,9.1,24.17,8.06,10.66,,3.64,,43.92,4.42,11.96,4.94,6.5,4.16,26.044444,22.233333,29.811111,0.0,,21.455556,75.993199
US_MO_29009,2022-05-11,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,6641,131,5,15950,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,36,,1,-1,4.97,5.5,14.39,9.16,,6.54,5.76,3.92,,10.99,7.33,5.5,4.71,,7.59,7.33,24.6,6.28,10.99,4.71,4.97,5.5,40.82,4.97,9.94,7.59,5.23,5.23,25.711111,19.905556,31.822222,0.0,,21.261111,76.506423
