location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13137,2022-04-07,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,-3,0,10166,263,0,18158,0,0,-1,0,-1,0,0,0,0,0,165,196,617,1561,1209,1180,1274,1013,683,426,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,42,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,15,10,-13,2,8.32,6.62,3.56,16.63,11.88,4.41,3.73,8.99,2.71,3.39,2.55,9.67,4.07,6.45,3.9,5.6,10.52,5.09,5.94,2.38,4.58,3.23,3.39,4.58,11.2,23.76,6.28,3.9,7.47,3.56,3.9,6.11,4.75,43.96,4.92,8.15,6.11,5.94,5.26,3.73,3.06,16.761111,12.044444,21.405556,8.672286,,8.494444,58.254605
US_GA_13137,2022-04-08,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,-8,0,10158,263,0,18158,0,1,-1,0,0,-1,0,-1,0,0,165,197,616,1561,1209,1179,1274,1012,683,426,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,42,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,5,7,-15,4,6.71,7.91,5.16,13.76,6.54,5.16,3.78,7.05,3.96,,,8.25,4.3,5.5,4.13,3.61,7.39,4.99,3.96,3.61,3.27,4.47,3.96,3.78,6.36,20.12,6.02,2.41,7.05,2.58,4.99,4.3,6.36,40.76,4.3,6.19,5.33,4.99,3.61,3.27,,9.666667,3.644444,17.561111,1.197429,,-0.822222,48.759277
US_GA_13137,2022-04-09,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10158,263,0,18158,0,0,0,0,0,0,0,0,0,0,165,197,616,1561,1209,1179,1274,1012,683,426,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,42,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,3,6,-2,1,7.24,6.1,5.33,13.9,6.86,4.38,4.0,4.95,3.43,,3.62,11.24,5.33,6.29,3.62,,8.95,4.57,4.76,3.62,4.0,4.76,6.48,,4.95,18.67,6.67,,,2.86,3.24,4.57,6.1,41.34,6.29,6.29,6.86,3.24,4.19,3.24,,5.9,2.466667,12.127778,0.09525,,-2.011111,57.295327
US_GA_13137,2022-04-10,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10158,263,0,18158,0,0,0,0,0,0,0,0,0,0,165,197,616,1561,1209,1179,1274,1012,683,426,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,42,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,13,7,-13,,6.25,6.83,5.86,16.4,8.59,5.66,4.88,6.05,4.88,3.12,,8.4,5.27,7.03,,4.69,8.59,6.25,5.47,3.52,5.08,6.64,3.32,,8.2,17.77,3.32,,8.59,2.73,3.32,,7.62,35.54,7.42,7.22,5.08,5.27,5.47,4.49,4.3,8.722222,-1.105556,22.05,0.0508,,-2.111111,46.762679
US_GA_13137,2022-04-11,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,10,0,10168,263,0,18158,0,0,1,1,0,0,0,0,-1,0,165,197,617,1562,1209,1179,1274,1012,682,426,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,42,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,4,4,-25,5,6.46,6.28,3.88,19.02,7.2,8.86,3.88,4.99,5.17,3.32,,9.05,5.54,7.02,4.62,5.91,9.23,7.57,8.31,5.54,4.43,6.28,5.35,,9.42,23.45,7.02,2.77,8.31,4.06,2.77,4.43,6.28,44.49,4.99,7.38,6.28,4.99,5.17,3.32,3.32,14.233333,2.072222,22.038889,0.0,,4.294444,51.820764
US_GA_13137,2022-04-12,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10168,263,13,18171,0,0,1,0,1,0,1,-1,0,0,165,197,618,1562,1210,1179,1275,1011,682,426,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,42,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,9,7,-24,4,7.25,5.76,4.28,20.07,9.66,6.69,5.39,7.43,4.83,2.97,3.35,9.29,3.35,5.2,4.46,4.46,14.31,9.66,5.76,,6.32,4.46,4.65,6.88,8.36,23.98,6.69,,8.92,4.28,6.88,3.72,6.32,41.26,3.16,9.48,5.02,9.85,5.39,6.13,2.79,17.3,8.35,25.888889,0.15875,,9.888889,62.274577
US_GA_13137,2022-04-13,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,-1,0,10167,263,5,18176,0,0,0,0,0,0,2,0,0,0,165,197,618,1562,1210,1179,1277,1011,682,426,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,42,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,7,8,-25,4,5.29,6.75,6.39,15.69,8.76,5.84,5.11,5.47,6.02,3.47,3.47,9.67,5.84,7.12,,3.83,8.21,6.2,3.83,3.28,6.39,3.83,4.56,4.56,9.12,26.09,7.3,,9.3,2.74,5.29,3.28,5.29,40.5,5.11,11.49,5.47,3.47,5.29,3.83,3.1,19.261111,12.238889,25.494444,0.1016,,12.861111,66.602856
US_GA_13137,2022-04-14,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,-11,1,10156,264,3,18179,0,0,0,1,0,0,0,0,0,0,165,197,618,1563,1210,1179,1277,1011,682,426,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,7,14,42,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,12,9,-25,5,7.14,9.16,4.58,17.4,9.34,7.14,3.66,7.14,7.14,,2.93,8.61,4.21,6.23,2.93,6.96,15.02,6.04,4.03,5.68,4.4,4.03,,4.58,9.89,26.93,7.69,6.04,6.59,3.48,6.23,6.04,6.04,48.54,5.31,8.06,5.31,5.86,6.59,3.48,,19.15,14.438889,24.622222,1.596571,,12.8,66.76273
US_GA_13137,2022-04-15,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,-6,-2,10150,262,3,18182,0,0,0,-1,0,0,1,-1,0,-1,165,197,618,1562,1210,1179,1278,1010,682,425,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,6,7,14,41,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,6,9,-41,7,4.82,9.07,3.86,15.63,5.21,4.63,4.05,5.02,5.02,5.21,2.89,8.1,4.05,5.79,4.05,3.28,8.68,4.63,,3.47,4.63,5.21,3.28,6.75,9.46,23.93,5.79,,7.53,,3.28,,5.79,41.48,5.21,8.3,5.6,2.7,5.02,3.86,,14.755556,4.316667,24.038889,0.0,,0.472222,37.992736
US_GA_13137,2022-04-16,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10150,262,0,18182,0,0,0,0,0,0,0,0,0,0,165,197,618,1562,1210,1179,1278,1010,682,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,0,14,-20,3,7.79,5.89,4.37,14.63,7.41,4.56,4.18,4.75,5.32,2.85,4.18,8.93,6.27,6.84,3.42,,6.65,3.8,,3.04,4.18,5.51,3.8,3.23,6.46,19.38,8.17,,7.41,3.23,3.04,,4.94,41.42,3.61,9.12,5.13,3.8,5.89,4.75,2.66,14.927778,8.838889,21.522222,12.627429,,9.45,69.88973
US_GA_13137,2022-04-17,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10150,262,0,18182,0,0,0,0,0,0,0,0,0,0,165,197,618,1562,1210,1179,1278,1010,682,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-29,5,-33,,4.65,5.42,2.71,13.16,9.48,5.42,2.9,5.81,3.48,3.1,2.9,9.1,,5.61,,5.42,7.94,6.2,4.07,3.68,2.9,6.0,3.87,,5.42,22.65,6.39,3.29,9.29,4.07,,3.68,6.2,37.17,3.87,8.13,6.58,,2.9,3.48,3.1,16.638889,10.15,23.827778,0.41275,,12.25,75.441386
US_GA_13137,2022-04-18,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,15,0,10165,262,0,18182,0,0,0,0,0,0,0,0,0,0,165,197,618,1562,1210,1179,1278,1010,682,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,6,2,-17,6,8.11,6.04,5.41,13.68,9.7,4.93,4.77,5.41,5.41,3.18,3.66,10.34,3.34,4.13,4.29,5.88,10.02,5.88,3.82,2.23,6.2,5.25,3.66,4.45,9.07,26.72,6.2,,9.07,4.13,6.52,4.45,6.04,40.56,5.73,9.86,6.04,4.29,4.13,6.04,4.45,15.294444,10.238889,21.75,13.389429,,12.194444,81.829764
US_GA_13137,2022-04-19,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10165,262,12,18194,0,0,0,0,0,0,0,0,0,0,165,197,618,1562,1210,1179,1278,1010,682,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,12,3,-15,2,5.74,7.09,6.08,18.23,11.48,6.41,6.24,8.1,5.23,4.22,2.36,7.09,4.89,5.23,3.04,4.89,11.31,4.72,5.91,3.71,5.57,5.57,4.22,3.21,10.46,28.52,5.06,2.53,9.45,3.38,7.43,6.08,6.41,44.72,4.05,8.95,8.61,4.72,5.4,4.89,4.22,10.005556,3.422222,17.677778,1.5748,,-2.827778,40.685493
US_GA_13137,2022-04-20,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,4,1,10169,263,1,18195,0,0,0,3,1,-1,1,-1,0,0,165,197,618,1565,1211,1178,1279,1009,682,425,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,7,14,41,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,10,10,-14,3,8.75,7.43,4.29,17.66,9.08,4.29,5.12,7.43,6.93,3.3,2.97,9.57,2.97,5.12,4.79,4.13,10.23,6.6,5.28,,5.61,5.12,,2.81,10.07,21.46,7.59,,7.59,4.13,6.11,3.63,5.94,40.77,5.78,5.94,6.44,5.28,4.79,2.97,3.3,10.911111,2.544444,20.488889,0.0,,-0.172222,46.484872
US_GA_13137,2022-04-21,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10169,263,4,18199,0,0,0,0,0,0,0,0,0,0,165,197,618,1565,1211,1178,1279,1009,682,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,13,9,-13,3,7.58,7.24,3.87,18.18,7.91,5.39,4.38,6.4,5.05,2.86,,9.26,3.54,6.23,5.22,5.05,12.79,5.55,5.89,4.71,4.54,4.88,5.39,5.22,10.94,22.39,4.38,4.04,10.1,5.39,6.9,3.87,6.06,44.61,5.72,7.58,10.1,4.54,3.54,4.04,2.86,16.005556,8.644444,23.405556,0.0,,8.544444,61.318117
US_GA_13137,2022-04-22,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10169,263,3,18202,0,0,0,0,0,0,0,0,0,0,165,197,618,1565,1211,1178,1279,1009,682,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,7,9,-15,2,5.58,7.14,5.23,16.9,7.84,5.75,5.23,4.71,2.79,,,8.54,4.01,5.75,5.58,4.71,8.02,8.19,4.36,3.31,4.01,2.96,4.01,,10.11,20.39,8.02,3.83,8.54,4.01,3.83,2.61,3.66,37.29,5.23,8.37,5.05,3.66,7.84,5.58,,17.95,9.505556,27.461111,0.0,,11.444444,65.856662
US_GA_13137,2022-04-23,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10169,263,2,18204,0,0,0,0,0,0,0,0,0,0,165,197,618,1565,1211,1178,1279,1009,682,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,8,11,-4,-1,6.4,6.2,5.6,15.61,6.2,5.4,3.4,7.2,5.0,3.0,3.2,10.6,3.6,5.2,4.4,5.2,9.6,8.8,6.8,4.8,3.8,6.4,5.0,,9.8,20.81,4.8,3.4,7.8,,,4.0,5.4,40.22,,8.6,6.2,4.0,3.0,5.0,,19.222222,10.494444,26.833333,0.0,,12.144444,63.685081
US_GA_13137,2022-04-24,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10169,263,0,18204,0,0,0,0,0,0,0,0,0,0,165,197,618,1565,1211,1178,1279,1009,682,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,12,12,-13,,3.39,8.48,4.52,18.85,9.05,6.6,2.83,5.84,4.52,2.83,3.58,6.97,5.28,5.28,3.02,3.96,9.61,6.6,3.58,2.64,3.02,3.96,4.15,3.77,7.16,22.25,5.84,3.96,12.63,3.02,5.66,2.64,5.09,43.74,5.47,9.24,8.86,4.15,5.84,5.28,3.21,19.188889,11.827778,26.416667,0.0,,12.05,63.435877
US_GA_13137,2022-04-25,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,-2,0,10167,263,0,18204,0,0,0,0,0,0,0,0,0,0,165,197,618,1565,1211,1178,1279,1009,682,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,12,11,-17,4,4.61,6.74,4.11,16.29,5.76,6.42,5.43,4.77,3.78,2.96,2.3,7.9,3.95,5.43,5.1,4.93,11.02,6.09,6.58,3.78,4.61,4.93,6.42,3.62,9.05,31.75,8.72,4.61,10.36,4.77,2.96,5.76,7.07,38.82,5.76,12.67,4.77,3.78,5.92,4.11,3.62,19.605556,11.655556,28.4,0.0,,12.866667,65.189934
US_GA_13137,2022-04-26,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10167,263,10,18214,0,0,0,0,0,0,0,0,0,0,165,197,618,1565,1211,1178,1279,1009,682,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,9,4,-14,4,6.26,6.43,2.97,18.96,10.88,5.11,5.11,7.58,4.29,3.13,2.64,7.58,2.8,4.95,4.95,5.11,10.22,4.95,6.43,2.64,3.13,4.62,3.46,4.12,8.08,25.72,5.93,2.64,8.74,4.29,6.1,3.46,5.77,46.0,4.12,8.9,5.77,6.26,5.61,4.45,2.64,18.711111,13.072222,26.327778,2.751667,,13.888889,73.820183
US_GA_13137,2022-04-27,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,9,0,10176,263,1,18215,1,0,3,1,3,1,-1,0,1,0,166,197,621,1566,1214,1179,1278,1009,683,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,12,12,-13,2,5.04,6.47,4.14,21.05,8.45,5.04,5.94,8.27,4.5,3.6,,10.25,4.5,4.86,4.14,5.76,9.89,5.94,5.58,4.86,7.55,4.5,5.4,3.24,9.71,28.78,8.81,2.52,10.25,3.24,6.29,6.29,8.27,46.41,5.04,12.41,6.83,6.66,4.86,,3.6,14.911111,5.144444,24.288889,0.2032,,2.694444,44.058592
US_GA_13137,2022-04-28,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10176,263,1,18216,0,0,0,0,0,0,0,0,0,0,166,197,621,1566,1214,1179,1278,1009,683,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,11,13,-12,2,4.54,7.27,5.09,20.9,7.45,5.09,3.27,4.72,8.0,4.54,2.91,6.0,2.73,,4.36,5.27,10.72,4.72,9.09,5.09,5.27,4.54,3.82,4.0,12.36,24.89,6.54,3.27,9.45,,5.45,5.27,10.18,37.62,5.63,9.45,7.27,3.63,6.18,,5.63,15.488889,5.466667,24.933333,0.0,,3.566667,45.162569
US_GA_13137,2022-04-29,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,10176,263,5,18221,0,0,0,0,0,0,0,0,0,0,166,197,621,1566,1214,1179,1278,1009,683,425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,14,41,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,9,12,-13,2,6.04,6.42,5.1,16.42,9.06,3.96,2.83,4.72,4.34,5.66,2.64,7.55,4.34,5.1,2.64,3.96,7.36,5.1,4.15,4.72,6.23,,4.72,2.83,10.38,20.76,4.91,,12.46,4.15,3.77,4.34,7.93,35.1,3.21,8.3,7.17,4.15,8.3,3.59,3.4,16.783333,7.344444,25.116667,0.0,,7.216667,53.439849
