location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26105,2021-03-27,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,6,0,1333,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,5,,1,,4.68,4.97,7.02,8.19,4.39,9.65,7.31,,,8.48,4.39,,,,,4.39,19.01,4.68,6.14,4.39,,4.09,39.78,,4.09,5.26,4.09,,1.361111,-3.438889,7.666667,0.0,-1.958333,78.83256
US_MI_26105,2021-03-28,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,1333,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,7,,-3,,,6.89,6.32,8.04,,6.03,,4.02,6.6,8.33,6.6,4.02,,5.74,4.31,5.17,14.64,4.31,4.88,4.59,,8.04,37.61,,5.17,4.31,,,3.427778,0.311111,7.266667,0.931333,1.298611,86.13959
US_MI_26105,2021-03-29,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,23,0,1356,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,9,-2,-26,4,4.5,10.41,13.78,8.72,3.94,5.91,8.16,4.78,5.06,7.88,5.06,6.19,,,,7.03,14.91,,4.78,,4.22,,32.06,,5.06,7.31,,,2.177778,-4.944444,11.905556,0.169333,-4.652778,61.628072
US_MI_26105,2021-03-30,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,10,0,1366,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,7,,-29,5,6.38,5.55,6.11,5.83,4.44,8.32,9.16,5.27,,11.65,4.44,7.49,,,4.16,8.32,23.31,,5.55,,4.16,,36.63,,4.44,,7.49,3.88,10.677778,8.116667,14.144444,0.0,0.590278,49.6368
US_MI_26105,2021-03-31,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,24,0,1390,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,11,4,-25,7,4.23,7.33,12.13,9.87,4.79,5.64,7.33,5.08,6.49,9.02,,5.08,,,,5.08,18.61,6.49,7.61,4.23,,5.64,38.92,7.33,5.64,6.49,,4.79,2.888889,-1.016667,9.427778,0.0,-5.729167,52.86258
US_MI_26105,2021-04-01,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,22,0,1412,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,15,12,-31,6,5.05,3.92,10.09,5.33,5.61,3.92,7.85,4.49,,7.01,,5.89,4.21,,,,18.78,4.49,5.89,,7.29,5.33,36.44,,6.45,,,4.21,-2.427778,-4.933333,1.022222,0.0,-9.277778,59.797009
US_MI_26105,2021-04-02,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,20,0,1432,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,4,12,-37,9,,6.32,7.42,7.69,4.12,4.67,7.97,6.59,3.85,4.95,4.95,3.85,,,5.5,5.5,16.76,4.67,,3.85,,4.95,35.72,,6.04,,,,-1.777778,-8.8,5.738889,0.0,-9.694444,56.183091
US_MI_26105,2021-04-03,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,23,0,1455,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,15,,-8,,,,10.44,4.93,,4.35,10.44,4.35,6.09,6.38,,5.8,5.22,,,4.93,15.08,5.8,4.35,,,5.22,36.53,,4.64,4.35,,5.22,5.522222,1.144444,11.438889,0.0,-5.833333,44.03294
US_MI_26105,2021-04-04,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,1455,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-11,,-20,,4.22,7.83,11.15,4.82,4.22,6.03,6.63,,5.12,8.14,,4.82,5.42,,5.12,,11.15,6.63,5.42,4.82,,,27.42,4.22,4.82,,,,7.844444,-0.627778,18.755556,0.0,-1.409722,52.298129
US_MI_26105,2021-04-05,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,26,0,1481,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,20,11,-16,3,5.53,7.69,8.89,6.01,4.33,6.73,6.97,6.25,,9.13,4.81,5.77,3.85,4.57,,4.81,16.83,,6.73,,4.57,6.25,38.46,4.09,,3.61,,4.33,13.722222,7.666667,19.988889,1.100667,4.381944,52.796165
US_MI_26105,2021-04-06,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,9,0,1490,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,18,,-17,4,4.88,6.34,8.05,7.08,5.61,4.39,9.03,3.42,9.27,6.59,5.86,3.42,4.64,,,7.56,18.06,7.81,7.08,3.42,4.39,5.61,33.43,,3.42,4.39,,3.42,15.372222,10.083333,20.983333,0.036286,9.027778,65.565608
US_MI_26105,2021-04-07,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,28,0,1518,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,30,11,-17,4,6.82,,10.22,5.36,4.14,7.3,9.98,,,12.42,5.84,4.14,6.33,3.65,,8.28,21.91,3.9,4.62,5.36,3.65,3.9,36.27,,5.6,5.6,3.65,4.87,16.988889,11.277778,23.283333,0.0,10.159722,63.638776
US_MI_26105,2021-04-08,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,43,0,1561,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,21,16,-18,6,5.35,5.12,11.17,8.85,5.35,5.59,6.29,,5.59,7.92,6.05,5.82,7.45,3.96,6.75,4.89,15.6,5.82,5.59,5.12,3.49,6.98,36.55,,4.89,7.22,3.26,5.12,17.544444,11.255556,23.938889,2.394857,12.402778,71.065397
US_MI_26105,2021-04-09,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,15,0,1576,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,10,3,-21,7,3.8,4.99,9.26,8.55,,4.51,,,5.22,4.99,5.22,3.56,4.27,,,5.94,17.81,,5.46,4.99,4.04,4.99,37.04,,5.22,4.75,,3.8,11.327778,8.605556,14.816667,3.120571,8.993056,84.707574
US_MI_26105,2021-04-10,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,40,0,1616,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,19,,-1,,,,11.06,5.13,,3.78,3.78,4.32,6.21,9.44,5.93,5.13,4.59,,,5.13,19.15,4.05,5.13,,,3.78,32.91,,5.67,3.78,4.59,4.32,10.927778,6.455556,16.9,0.145143,8.506944,82.91767
US_MI_26105,2021-04-11,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,1616,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,30,,-5,,4.55,,6.25,9.09,5.12,,8.53,4.26,,7.96,5.12,5.4,3.98,6.25,4.26,6.25,19.04,4.83,3.98,3.98,6.25,5.12,33.25,,4.55,6.25,5.4,,10.661111,6.877778,14.216667,5.914571,8.819444,86.544227
US_MI_26105,2021-04-12,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,21,0,1637,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,14,2,-22,4,,5.53,12.57,5.28,5.28,4.02,8.05,4.28,3.77,11.32,3.77,3.52,4.53,5.78,,4.78,17.61,4.28,6.04,4.78,6.79,4.02,29.43,3.77,7.04,6.04,5.53,4.02,9.049383,5.62963,13.308642,0.072571,6.642857,83.609707
US_MI_26105,2021-04-13,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,26,0,1663,27,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,8,,-21,6,6.99,5.99,9.23,5.24,4.49,3.74,7.49,,4.99,7.74,6.49,3.99,,,4.99,7.74,21.21,3.49,3.99,,4.74,6.24,32.94,3.99,5.49,4.74,5.24,,7.117284,4.271605,10.635802,0.0,2.674603,73.000215
US_MI_26105,2021-04-14,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,27,1,1690,28,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,11,8,-23,6,3.6,6.48,11.04,9.36,4.08,4.32,7.44,4.32,5.76,9.36,,6.0,5.04,4.08,6.0,8.16,25.2,5.04,6.24,,5.76,4.56,34.31,4.32,5.04,3.6,3.6,,4.177778,2.272222,6.511111,0.0,-1.041667,69.049993
US_MI_26105,2021-04-15,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,39,0,1729,28,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,7,14,-24,6,4.28,4.75,7.61,8.56,4.75,4.52,7.61,6.66,5.47,8.32,4.99,5.23,4.28,5.47,5.23,6.42,19.97,4.52,5.94,4.99,4.52,4.28,32.57,,6.66,4.99,5.23,4.99,3.338889,1.961111,4.938889,0.338667,0.694444,83.804
US_MI_26105,2021-04-16,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,26,0,1755,28,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-2,2,-24,7,,4.85,7.03,5.57,5.33,4.12,8.0,4.36,8.48,9.45,3.39,4.85,5.33,4.12,,4.6,18.66,5.82,7.51,4.6,,4.12,36.59,4.6,4.6,6.54,6.3,,3.611111,1.919753,7.283951,0.09525,0.396825,79.358429
US_MI_26105,2021-04-17,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,26,0,1781,28,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,20,,-6,,3.89,4.45,10.85,4.17,5.56,4.17,5.84,,,8.34,,4.45,,,4.45,7.79,17.24,3.89,5.56,,,8.9,33.37,,5.84,7.51,4.73,4.73,4.37037,-1.271605,9.271605,0.0,-0.365079,71.619975
US_MI_26105,2021-04-18,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,1781,28,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,21,,-5,,,4.55,12.51,7.11,,6.26,8.82,,,7.39,,5.12,,,,4.83,19.62,5.12,8.25,4.83,4.27,9.1,33.56,4.27,8.25,5.4,,3.98,5.074074,-1.95679,11.5,0.0,-3.142857,55.934633
US_MI_26105,2021-04-19,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,57,2,1838,30,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,4,5,-21,7,3.83,5.74,12.91,11.0,,4.3,8.13,5.74,3.59,9.33,4.07,,,4.3,4.54,8.13,19.85,,5.74,3.59,4.78,5.98,34.19,4.54,5.26,5.26,4.78,5.02,5.955556,1.894444,10.122222,0.689429,0.020833,66.260361
US_MI_26105,2021-04-20,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,8,0,1846,30,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,5,,-17,5,4.08,5.51,8.63,,6.71,4.79,4.79,,4.08,9.35,4.55,5.75,3.83,4.79,5.03,10.07,15.1,4.31,5.75,4.31,4.08,,36.19,,5.27,6.47,,4.31,1.622222,-0.566667,4.65,0.41275,-5.979167,57.628926
US_MI_26105,2021-04-21,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,13,0,1859,30,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,11,14,-19,4,,3.83,8.39,8.87,3.35,5.51,8.63,,4.55,8.87,,5.75,,4.55,7.91,6.23,23.49,5.99,5.03,4.07,5.99,4.31,32.83,4.55,3.6,8.87,3.35,5.27,0.116667,-3.661111,3.744444,0.0,-7.895833,55.665418
US_MI_26105,2021-04-22,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,16,0,1875,30,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,11,14,-19,5,6.89,,11.32,10.58,4.67,5.91,11.07,7.63,4.18,6.64,5.17,4.92,3.69,,4.43,6.15,16.98,6.15,4.43,4.92,,6.15,36.66,3.69,7.87,4.67,4.18,6.64,2.544444,-2.372222,7.222222,0.0,-5.770833,55.305566
US_MI_26105,2021-04-23,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,33,0,1908,30,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,6,16,-16,5,4.69,,12.35,7.41,,4.45,7.66,4.69,5.19,4.94,4.2,,,,,4.69,20.74,5.43,4.2,,5.68,5.68,31.86,,4.69,7.16,,3.46,7.166667,1.088889,13.216667,0.0,-2.263889,51.45646
US_MI_26105,2021-04-24,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,20,0,1928,30,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,14,,-7,,6.46,6.18,7.86,6.18,5.9,5.9,8.14,5.34,6.18,7.58,,3.93,4.77,4.21,,5.9,16.57,,5.9,,4.21,4.77,34.54,,3.93,7.3,,,8.4,3.416667,12.4,0.0508,1.847222,63.69205
US_MI_26105,2021-04-25,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,1928,30,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,24,,-5,,4.33,4.33,8.66,5.41,5.68,6.22,7.85,6.49,5.14,5.95,6.76,5.95,,,,4.33,17.32,4.06,6.22,5.14,,4.33,36.8,,5.95,8.12,,5.68,3.422222,0.644444,7.972222,0.465667,-1.916667,67.631031
US_MI_26105,2021-04-26,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,27,1,1955,31,,9787,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,8,9,-13,5,4.38,5.99,6.68,7.83,3.92,5.53,,3.69,6.45,10.13,3.46,4.15,,3.92,,6.91,18.66,5.3,5.76,5.3,5.3,5.53,36.16,,6.22,5.53,4.15,,4.705556,1.538889,11.605556,0.0,-3.826389,54.667053
US_MI_26105,2021-04-27,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,7,0,1962,31,17,9804,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,8,,-14,3,4.44,7.65,11.59,11.84,4.69,,,,5.92,10.11,,3.95,4.93,,,5.43,19.48,4.69,5.67,3.45,4.19,4.93,28.12,4.69,6.66,4.69,3.95,3.95,12.1,6.827778,19.266667,0.0,4.513889,59.005103
US_MI_26105,2021-04-28,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,12,1,1974,32,681,10485,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,17,10,-17,5,3.36,6.24,13.19,7.92,5.76,5.28,5.76,4.56,4.8,10.31,6.24,3.6,4.08,4.08,,4.08,21.11,8.4,4.8,,4.32,3.36,34.78,5.04,7.92,3.36,,3.36,9.705556,6.572222,15.1,1.124857,7.423611,81.211119
US_MI_26105,2021-04-29,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,10,0,1984,32,15,10500,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,20,18,-19,3,,5.22,11.85,6.88,,6.16,5.22,9.25,4.27,9.01,3.56,5.22,,4.27,3.56,8.54,25.61,4.5,6.4,4.5,4.03,5.22,32.95,4.74,6.88,7.82,4.03,3.56,9.305556,7.205556,13.0,0.0,7.097222,83.553382
US_MI_26105,2021-04-30,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,9,0,1993,32,35,10535,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,15,14,-19,4,5.22,6.21,9.2,6.21,5.22,4.47,7.21,3.98,4.47,10.69,4.97,,,3.73,,4.97,26.09,,7.46,,,4.47,29.82,,4.22,5.22,,6.71,6.805556,3.472222,11.016667,0.689429,1.194444,67.040147
US_MI_26105,2021-05-01,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,13,0,2006,32,21,10556,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,28,,1,,,4.96,9.64,4.41,6.61,4.41,8.81,,3.86,7.44,4.41,4.96,4.13,,4.96,6.33,18.18,6.61,8.54,,,,34.71,3.86,6.61,7.71,3.86,,7.672222,-0.283333,19.222222,0.0,-1.118056,54.61263
US_MI_26105,2021-05-02,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,2006,32,0,10556,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,40,,-2,,4.59,5.46,11.49,,,4.02,,,,5.17,4.88,4.02,,4.02,5.46,4.31,14.93,4.02,7.47,4.02,,,35.32,5.46,9.48,6.89,5.17,,16.388889,11.122222,22.65,0.1016,8.569444,58.881498
US_MI_26105,2021-05-03,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,17,0,2023,32,562,11118,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,19,18,-17,3,5.08,6.0,8.78,6.0,6.7,4.39,4.39,,,9.7,4.39,5.54,,4.62,6.93,7.85,21.48,6.24,6.47,4.62,,5.54,36.95,5.08,7.62,5.54,3.69,3.93,13.55,10.077778,19.016667,1.820333,11.520833,85.897336
US_MI_26105,2021-05-04,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,7,2,2030,34,1,11119,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,14,,-15,3,,4.43,12.13,8.4,8.4,4.9,5.13,,5.13,9.56,4.9,3.27,4.2,,,5.37,16.33,3.97,9.1,6.3,3.73,5.37,32.66,3.27,6.3,5.6,4.67,,8.544444,6.033333,12.638889,7.003143,7.548611,90.431649
US_MI_26105,2021-05-05,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,10,1,2040,35,46,11165,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,18,14,-15,3,3.59,5.26,10.28,9.57,4.07,4.3,5.98,4.07,4.54,6.94,,,,4.07,3.35,8.61,19.13,6.94,5.02,6.7,3.59,5.02,35.87,,6.22,4.07,4.78,,6.722222,4.133333,11.105556,0.028222,1.756944,70.195704
US_MI_26105,2021-05-06,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,14,0,2054,35,78,11243,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,17,19,-18,4,4.97,4.26,8.05,8.29,3.79,8.53,5.21,4.5,3.55,7.58,7.34,5.92,,4.03,3.55,5.21,20.37,6.39,9.0,3.79,3.32,6.16,38.37,4.97,5.21,6.16,3.79,4.74,6.083333,3.344444,9.844444,0.943429,2.715278,79.632133
US_MI_26105,2021-05-07,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,5,0,2059,35,82,11325,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,11,16,-15,4,4.08,4.8,14.4,,,5.76,4.8,5.04,4.32,6.96,6.48,7.2,3.6,,,5.76,16.32,5.04,5.76,,5.52,6.72,31.45,4.56,6.96,3.6,,3.36,4.766667,1.072222,8.644444,1.354667,2.215278,84.54136
US_MI_26105,2021-05-08,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,13,0,2072,35,41,11366,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,35,,3,,5.88,5.04,9.24,6.16,,,4.76,,4.2,,5.04,,,,,4.76,18.48,,,,,,30.24,5.32,7.0,6.44,,3.92,5.016667,-0.344444,9.755556,0.0,-0.958333,66.412603
US_MI_26105,2021-05-09,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,2072,35,203,11569,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,52,,-2,,,4.84,7.97,5.98,4.27,5.69,6.26,3.98,4.84,4.84,,,,,5.41,7.97,16.22,5.12,7.97,,,5.12,28.18,4.27,7.97,5.41,,4.55,6.111111,-0.288889,13.15,0.0,-1.708333,57.407763
US_MI_26105,2021-05-10,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,5,1,2077,36,63,11632,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,18,13,-13,2,4.18,3.95,13.47,8.36,8.36,3.48,7.43,,6.27,6.04,3.25,,,,,6.5,18.11,3.71,5.57,3.95,,7.43,35.06,5.11,8.13,4.88,3.48,4.41,5.494444,0.438889,10.455556,0.0,-1.388889,61.923132
US_MI_26105,2021-05-11,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,6,0,2083,36,8,11640,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,16,,-14,3,3.56,5.46,9.73,7.36,4.51,3.8,8.54,6.41,4.51,8.31,5.46,5.46,5.46,3.56,4.98,5.22,20.18,4.98,7.59,4.27,3.56,8.31,31.57,5.93,7.83,5.22,5.22,4.27,5.483333,1.111111,10.905556,0.0,-0.472222,66.295684
